layer,target_module,matrix_shape,aggregate_update_frobenius_norm,mean_profile_update_frobenius_norm,profile_kernel_effective_rank,kernel_top_eigenvalue_fraction
21,k_proj,1024x4096,9.116848942804799,1.3893418379609848,18.688521744457667,0.15788541054016433
21,o_proj,4096x4096,16.929578679007452,2.6462717941988405,20.620637988112023,0.13227004185599592
21,q_proj,4096x4096,16.211270350520604,2.5147142292932947,19.86478103639317,0.15033153393608809
21,up_proj,14336x4096,32.94762584044555,5.184624892912233,21.11738872574573,0.12561139049357897
21,v_proj,1024x4096,7.711815475953443,1.2178963550475097,21.279748537484245,0.1288417133718166
22,down_proj,4096x14336,28.352561309942896,4.345331670618696,19.61464091168297,0.13372202939930566
22,gate_proj,14336x4096,42.00566903754647,6.59926190823089,21.056224965637075,0.12507059805247148
22,k_proj,1024x4096,9.250698955952858,1.426423507971742,19.44216925837443,0.16068031172726827
22,o_proj,4096x4096,18.18572274845015,2.8138415610289096,19.857303142047375,0.14042892856135972
22,q_proj,4096x4096,17.157494464020097,2.6499481329780217,19.570091098514503,0.16363940833728235
22,up_proj,14336x4096,34.04425996278424,5.340053182671941,20.925395720040072,0.12672263298755435
22,v_proj,1024x4096,8.709081941281815,1.3772649002575048,21.312293036771717,0.12499384694328068
23,down_proj,4096x14336,30.113910282258782,4.630184290509409,19.874497852728513,0.13107123930776174
23,gate_proj,14336x4096,42.230613919782144,6.620192596341374,20.929624785064494,0.12457674168808282
23,k_proj,1024x4096,8.766228423241282,1.3489829558490465,19.33189484129942,0.15439747964511885
23,o_proj,4096x4096,18.40001025615055,2.8186668802917327,19.121976579866395,0.14943147607502671
23,q_proj,4096x4096,16.549351719146177,2.5622721404726088,19.812638605243603,0.13962684849584842
23,up_proj,14336x4096,34.84668129353637,5.464822790781417,20.905482343856413,0.12598850624959318
23,v_proj,1024x4096,8.366009697275484,1.3040288379794376,20.28055760689811,0.13305336766357706
24,down_proj,4096x14336,30.33096949321168,4.624787342572404,19.20820580719844,0.14036890992607276
24,gate_proj,14336x4096,42.971886729103645,6.735696375331827,20.918802540111948,0.12458855646786637
24,k_proj,1024x4096,9.421608341157807,1.4434733473315289,18.965940012100884,0.14953724513634065
24,o_proj,4096x4096,20.727630390644503,3.183781233533014,19.315055631551495,0.14644669204434954
24,q_proj,4096x4096,17.20024240336044,2.646323891359799,19.339426542114186,0.153424504089747
24,up_proj,14336x4096,35.84115981905257,5.604737590167204,20.75067466743156,0.12956394417021436
24,v_proj,1024x4096,9.790381034814507,1.53327155177952,20.441112622407434,0.1373714541096016
25,down_proj,4096x14336,30.500316085518666,4.631154250252423,19.01162569404709,0.13845047612897868
25,gate_proj,14336x4096,43.51179343593101,6.845345918231723,21.21842658860789,0.12354377482047588
