ptype_a,ptype_b,distance
12,14,15.321718352487194
12,15,12.88206406213002
12,16,14.48220277682216
12,17,18.430371923617052
12,18,12.605944749148083
12,19,13.293965492935246
12,20,14.633945749643097
12,21,13.313151742809907
12,22,12.543060748134673
12,23,12.102357773171214
12,24,18.12011118095202
12,25,22.634809478875106
12,26,15.66946401317617
12,27,13.627833999329626
12,28,15.985363650607981
12,29,15.687863464721115
12,30,16.037737151811104
12,31,16.602016164211562
13,14,12.897008837921119
13,15,9.837489359928036
13,16,11.870564912706726
13,17,16.49221096861125
13,18,9.462300944024305
13,19,10.377950404901206
13,20,12.058863061730168
13,21,10.39879333498616
13,22,9.391492846992584
13,23,8.781064125780567
13,24,16.14193547800523
13,25,21.06154522180283
13,26,13.308711270595511
13,27,10.806191850121094
13,28,13.68809403611518
13,29,13.333736358646775
13,30,13.749350446657132
13,31,14.382742954264314
14,15,10.604478844275548
14,16,12.503869405562272
14,17,16.955714784129846
14,18,10.270673257475591
14,19,11.113924878417528
14,20,12.686378635824525
14,21,11.139345020331715
14,22,10.1959819315224
14,23,9.642390549159284
14,24,16.603243105625452
14,25,21.434139464130574
14,26,13.886025467338984
14,27,11.489097788060015
14,28,14.229303248917166
14,29,13.90498517616715
14,30,14.291481102149497
14,31,14.91761134136229
15,16,9.32198156521061
15,17,14.788143126133827
15,18,5.922227309517591
15,19,7.291605109008357
15,20,9.56147585260321
15,21,7.3431964742424904
15,22,5.774430498216065
15,23,4.694329864576455
15,24,14.395643424211338
15,25,19.735183288244546
15,26,11.11212465652091
15,27,7.901591827479019
15,28,11.560893018230631
15,29,11.144468551621776
15,30,11.639676679593732
15,31,12.388040229076509
16,17,16.198327032825233
16,18,8.934371749238535
16,19,9.900690943403678
16,20,11.63065293793481
16,21,9.920597706216693
16,22,8.845771597503898
16,23,8.192517521604461
16,24,15.833425772602379
16,25,20.830280415559606
16,26,12.941195913070537
16,27,10.351868168855987
16,28,13.319934264749769
16,29,12.969942354206053
16,30,13.398374561916555
16,31,14.046792765516017
17,18,14.556298027541127
17,19,15.142346387951031
17,20,16.339728039198334
17,21,15.149394278684225
17,22,14.505593698685644
17,23,14.124433012972569
17,24,19.50851342648976
17,25,23.765438534449217
17,26,17.268301233285005
17,27,15.442510054517635
17,28,17.54437777404207
17,29,17.27855039465262
17,30,17.58703788881001
17,31,18.130673069622997
18,19,6.780918320799013
18,20,9.171816227215627
18,21,6.837382520975167
18,22,5.112476779536884
18,23,3.830257002713761
18,24,14.15119228546646
18,25,19.55042358290277
18,26,10.787019402084535
18,27,7.448062399709025
18,28,11.258331697854647
18,29,10.825757775805942
18,30,11.339338100002394
18,31,12.091508042309906
19,20,10.109231423771968
19,21,8.052131476055719
19,22,6.659262444311492
19,23,5.750415025301238
19,24,14.770357984760068
19,25,20.010230958906945
19,26,11.595190363579894
19,27,8.561611420993122
19,28,12.025331384671146
19,29,11.617466987166031
19,30,12.098942910069205
19,31,12.82262064747129
20,21,10.141325742729975
20,22,9.07960699850715
20,23,8.456705517553985
20,24,15.969850786148484
20,25,20.930255238686666
20,26,13.113811254175268
20,27,10.533645945687235
20,28,13.481945300951397
20,29,13.137253302881243
20,30,13.551262592597402
20,31,14.202618879170576
21,22,6.707193195947243
21,23,5.814235786827326
21,24,14.773292602435474
21,25,20.020281023292085
21,26,11.60328620598599
21,27,8.607816483504237
21,28,12.048142759419834
21,29,11.633103468606445
21,30,12.104513626298484
21,31,12.848783630962494
22,23,3.5673564139077354
22,24,14.099481128413602
22,25,19.503481200877143
22,26,10.717224943915378
22,27,7.333258281574126
22,28,11.187598150910906
22,29,10.745030960778353
22,30,11.261927656180372
22,31,12.033738753134687
23,24,13.708155216317707
23,25,19.200036762304567
23,26,10.196846718437284
23,27,6.529613914176696
23,28,10.688249758837404
23,29,10.225614762727258
23,30,10.771592229718912
23,31,11.57177098587336
24,25,23.529365266015322
24,26,16.926627795527583
24,27,15.058586892562992
24,28,17.18745711617604
24,29,16.938996533739108
24,30,17.254202259649695
24,31,17.796345743201503
25,26,21.680913806016243
25,27,20.23682467253008
25,28,21.921581088588603
25,29,21.689763949643492
25,30,21.947751189767175
25,31,22.365204360516877
26,27,11.968029395204901
26,28,14.620604417499948
26,29,14.282212589904084
26,30,14.67057569883623
26,31,15.277995841244834
27,28,12.385737425979636
27,29,11.986673525540215
27,30,12.438051161988865
27,31,13.155716512065686
28,29,14.63800654467786
28,30,15.011959511031856
28,31,15.611689930820877
29,30,14.664657141859786
29,31,15.294014396699493
30,31,15.651702086708937
