ptype,layer,centroid_norm
22,23,7.421844916666667
22,24,8.027174266666668
22,25,8.76532675
22,26,9.580925299999999
22,27,10.579588333333334
22,28,11.294205
22,29,13.15252575
22,30,16.65416383333333
22,31,28.229827666666665
23,0,0.03823632666666667
23,1,0.29793623483333337
23,2,0.33626385166666667
23,3,0.41016910166666665
23,4,0.47334973333333336
23,5,0.535960365
23,6,0.5917299933333333
23,7,0.69028363
23,8,0.8172840950000001
23,9,0.976151275
23,10,1.0976736483333334
23,11,1.2313781433333333
23,12,1.43328645
23,13,1.6129554333333331
23,14,1.8249306833333332
23,15,2.0283323666666666
23,16,2.3912675666666665
23,17,2.78953265
23,18,3.1207708166666666
23,19,3.384445983333334
23,20,3.6313512833333337
23,21,4.3101941833333335
23,22,4.717430283333333
23,23,5.31683165
23,24,5.727048716666666
23,25,6.227869233333333
23,26,6.753423633333333
23,27,7.438726333333332
23,28,7.964178333333333
23,29,9.160759216666667
23,30,11.65859075
23,31,22.677674333333332
24,0,0.11127250333333333
24,1,1.2660300883333333
24,2,1.361860475
24,3,1.53285731
24,4,1.7233566
24,5,1.8583663166666666
24,6,2.0192286
24,7,2.250504933333333
24,8,2.4151887166666666
24,9,2.5562759
24,10,2.648723383333333
24,11,2.7277620499999995
24,12,2.9893094
24,13,3.2453678
24,14,3.3795645333333333
24,15,3.59641985
24,16,4.126351816666666
24,17,4.639940916666666
24,18,5.104012216666667
24,19,5.401926416666666
24,20,5.7818690833333335
24,21,6.6835731
24,22,7.346639766666667
24,23,8.195566766666667
24,24,8.87433475
24,25,9.684814783333334
24,26,10.726913166666668
24,27,11.775709916666665
24,28,12.775464166666666
24,29,14.833458333333333
24,30,19.311139166666667
24,31,36.677136
25,0,0.120350792
25,1,0.636792135
25,2,0.7520303916666666
25,3,0.990954705
25,4,1.1763698666666667
25,5,1.3787591166666668
25,6,1.5350603833333334
25,7,1.8063529333333335
25,8,2.0275785166666664
25,9,2.1902332833333333
25,10,2.304976283333333
25,11,2.4097342
25,12,2.670378733333333
25,13,2.9388780333333333
25,14,3.1230775000000004
25,15,3.3266039333333333
25,16,3.957940916666667
25,17,4.477666633333333
25,18,4.971286216666667
25,19,5.325250916666667
25,20,5.7036653
25,21,6.717227833333333
25,22,7.388259333333333
25,23,8.219790883333333
25,24,8.920666833333334
25,25,9.777343116666666
25,26,10.813229083333333
25,27,11.870203583333334
25,28,12.815575833333334
25,29,14.950710166666667
25,30,19.7596045
25,31,40.3711705
26,0,0.11319956599999999
26,1,1.2231449716666667
26,2,1.309880145
26,3,1.4872052733333334
26,4,1.66502877
26,5,1.8080390733333334
26,6,1.9302133899999998
26,7,2.164908233333333
26,8,2.380218333333333
26,9,2.54512705
26,10,2.6500310833333334
26,11,2.7124603666666665
26,12,2.9205311833333334
26,13,3.1311843833333337
26,14,3.2394777833333332
26,15,3.433170516666667
26,16,3.965804933333333
26,17,4.527963450000001
26,18,5.02970115
26,19,5.326167183333333
