representation,prompt_group,pooling_rule,layer,factorial_model,exposure_covariates_added,profile_disjoint_folds,reconstruction_rmse,explained_variance
activation,ipip_stems,mean_tokens,17,main_effects,False,8,0.030147201679919786,-0.2189381245065214
activation,ipip_stems,mean_tokens,17,main_effects,True,8,0.03165563237447464,-0.34397018832431914
activation,ipip_stems,mean_tokens,17,main_plus_two_way,False,8,0.03956783060693754,-1.0997719386957057
activation,ipip_stems,mean_tokens,17,main_plus_two_way,True,8,0.04584584205086267,-1.8189511866650663
activation,ipip_stems,mean_tokens,17,through_third_order,False,8,0.0882852971542906,-9.45356476416772
activation,ipip_stems,mean_tokens,17,through_third_order,True,8,0.2362123637754605,-73.83295573323083
activation,ipip_stems,mean_tokens,18,main_effects,False,8,0.03204255389128086,-0.21637075055251054
activation,ipip_stems,mean_tokens,18,main_effects,True,8,0.03379484850275159,-0.353046522185102
activation,ipip_stems,mean_tokens,18,main_plus_two_way,False,8,0.041993947911771176,-1.0892246050388286
activation,ipip_stems,mean_tokens,18,main_plus_two_way,True,8,0.04886427097806493,-1.8287500136633388
activation,ipip_stems,mean_tokens,18,through_third_order,False,8,0.09297172710302684,-9.240319785920853
activation,ipip_stems,mean_tokens,18,through_third_order,True,8,0.24769814925663425,-71.6870837104941
activation,ipip_stems,mean_tokens,19,main_effects,False,8,0.033351671689025676,-0.21539402237277572
activation,ipip_stems,mean_tokens,19,main_effects,True,8,0.03521595289956608,-0.3550670055006111
activation,ipip_stems,mean_tokens,19,main_plus_two_way,False,8,0.043750766689023994,-1.0914776024196509
activation,ipip_stems,mean_tokens,19,main_plus_two_way,True,8,0.05114007157762832,-1.8576204500511806
activation,ipip_stems,mean_tokens,19,through_third_order,False,8,0.09639816140742904,-9.153584408449445
activation,ipip_stems,mean_tokens,19,through_third_order,True,8,0.25382111233874505,-69.39427948665308
activation,ipip_stems,mean_tokens,20,main_effects,False,8,0.035158269773973135,-0.21546825361522304
activation,ipip_stems,mean_tokens,20,main_effects,True,8,0.03718249774484804,-0.35945786699109683
activation,ipip_stems,mean_tokens,20,main_plus_two_way,False,8,0.045921457654740566,-1.0735760209018856
activation,ipip_stems,mean_tokens,20,main_plus_two_way,True,8,0.05411198091846065,-1.8792242884110584
activation,ipip_stems,mean_tokens,20,through_third_order,False,8,0.10102606007128526,-9.035880100884233
activation,ipip_stems,mean_tokens,20,through_third_order,True,8,0.2648949542008003,-67.99792072405141
activation,ipip_stems,mean_tokens,21,main_effects,False,8,0.039614224722857576,-0.2142041349105941
activation,ipip_stems,mean_tokens,21,main_effects,True,8,0.042272678786924395,-0.38263938862121316
activation,ipip_stems,mean_tokens,21,main_plus_two_way,False,8,0.05140848668929568,-1.0448385553519395
activation,ipip_stems,mean_tokens,21,main_plus_two_way,True,8,0.06150453117125933,-1.9268711942079237
activation,ipip_stems,mean_tokens,21,through_third_order,False,8,0.11236314714101939,-8.768709056217542
activation,ipip_stems,mean_tokens,21,through_third_order,True,8,0.2973995585975711,-67.43370051933412
activation,ipip_stems,mean_tokens,22,main_effects,False,8,0.043116641695640334,-0.21604610418434333
activation,ipip_stems,mean_tokens,22,main_effects,True,8,0.04626491627063957,-0.4001151281974902
activation,ipip_stems,mean_tokens,22,main_plus_two_way,False,8,0.055850378011666105,-1.0403864036705026
activation,ipip_stems,mean_tokens,22,main_plus_two_way,True,8,0.06756190092111217,-1.9858219601654512
activation,ipip_stems,mean_tokens,22,through_third_order,False,8,0.12190189808658018,-8.72033254421422
activation,ipip_stems,mean_tokens,22,through_third_order,True,8,0.3224035233825347,-66.99230208806273
activation,ipip_stems,mean_tokens,23,main_effects,False,8,0.04737863492709064,-0.21632709623093205
activation,ipip_stems,mean_tokens,23,main_effects,True,8,0.05111770993992092,-0.4158853002532761
activation,ipip_stems,mean_tokens,23,main_plus_two_way,False,8,0.061301638439135935,-1.0362423179133562
activation,ipip_stems,mean_tokens,23,main_plus_two_way,True,8,0.07475416468460389,-2.0280014601882335
activation,ipip_stems,mean_tokens,23,through_third_order,False,8,0.1329558102209529,-8.578553651488372
activation,ipip_stems,mean_tokens,23,through_third_order,True,8,0.35408166749246445,-66.93478072775027
activation,ipip_stems,mean_tokens,24,main_effects,False,8,0.052124983527605584,-0.2228734902470051
activation,ipip_stems,mean_tokens,24,main_effects,True,8,0.056451536671011514,-0.434303986993277
activation,ipip_stems,mean_tokens,24,main_plus_two_way,False,8,0.06734822656346441,-1.041465276304891
activation,ipip_stems,mean_tokens,24,main_plus_two_way,True,8,0.08300232070697532,-2.100774182056734
activation,ipip_stems,mean_tokens,24,through_third_order,False,8,0.1446549225879347,-8.417943990522698
activation,ipip_stems,mean_tokens,24,through_third_order,True,8,0.38861162465241755,-66.97062199645585
activation,ipip_stems,mean_tokens,25,main_effects,False,8,0.05713121863056348,-0.22323088804081115
activation,ipip_stems,mean_tokens,25,main_effects,True,8,0.062144225862497966,-0.44731488284586307
activation,ipip_stems,mean_tokens,25,main_plus_two_way,False,8,0.0738712414344912,-1.0450892152633418
activation,ipip_stems,mean_tokens,25,main_plus_two_way,True,8,0.09161477481270172,-2.1455203575579933
activation,ipip_stems,mean_tokens,25,through_third_order,False,8,0.15846333245746227,-8.410637248381667
activation,ipip_stems,mean_tokens,25,through_third_order,True,8,0.42525112746457777,-66.77232905453037
activation,ipip_stems,mean_tokens,26,main_effects,False,8,0.06292111761983217,-0.22404325336415054
activation,ipip_stems,mean_tokens,26,main_effects,True,8,0.06889622491231968,-0.467556263095366
activation,ipip_stems,mean_tokens,26,main_plus_two_way,False,8,0.0813438762477254,-1.0457550694313356
activation,ipip_stems,mean_tokens,26,main_plus_two_way,True,8,0.10160054214051827,-2.1915081594464847
activation,ipip_stems,mean_tokens,26,through_third_order,False,8,0.17471680784718338,-8.437854573576558
activation,ipip_stems,mean_tokens,26,through_third_order,True,8,0.47109042593608363,-67.61395676617626
activation,ipip_stems,mean_tokens,27,main_effects,False,8,0.06971652981687718,-0.2305114020145862
activation,ipip_stems,mean_tokens,27,main_effects,True,8,0.07659566125177177,-0.4853283092051899
activation,ipip_stems,mean_tokens,27,main_plus_two_way,False,8,0.090117859162984,-1.056060316894596
activation,ipip_stems,mean_tokens,27,main_plus_two_way,True,8,0.11349375250399185,-2.261054297368565
activation,ipip_stems,mean_tokens,27,through_third_order,False,8,0.1936978612681476,-8.498691214216056
activation,ipip_stems,mean_tokens,27,through_third_order,True,8,0.5257734260919443,-68.98603390819508
activation,ipip_stems,mean_tokens,28,main_effects,False,8,0.07801305823151916,-0.23223181062809606
activation,ipip_stems,mean_tokens,28,main_effects,True,8,0.08612065638829881,-0.5016629721221391
activation,ipip_stems,mean_tokens,28,main_plus_two_way,False,8,0.10088706103763045,-1.060766334885471
activation,ipip_stems,mean_tokens,28,main_plus_two_way,True,8,0.1282598372518619,-2.3307280816777523
activation,ipip_stems,mean_tokens,28,through_third_order,False,8,0.21637228090683785,-8.478967978041181
activation,ipip_stems,mean_tokens,28,through_third_order,True,8,0.5840957510852256,-68.07579686955846
activation,ipip_stems,mean_tokens,29,main_effects,False,8,0.09457026027325698,-0.22491475314312126
activation,ipip_stems,mean_tokens,29,main_effects,True,8,0.10424165734123342,-0.48826172269400425
activation,ipip_stems,mean_tokens,29,main_plus_two_way,False,8,0.12249576014509136,-1.055127690586585
activation,ipip_stems,mean_tokens,29,main_plus_two_way,True,8,0.1555898062693713,-2.315575920713658
activation,ipip_stems,mean_tokens,29,through_third_order,False,8,0.26359796131907387,-8.516577549969995
activation,ipip_stems,mean_tokens,29,through_third_order,True,8,0.7087493961710744,-67.79899601739568
activation,ipip_stems,mean_tokens,30,main_effects,False,8,0.12494828907292206,-0.19845680903975915
activation,ipip_stems,mean_tokens,30,main_effects,True,8,0.13714081980659396,-0.4437607881632588
activation,ipip_stems,mean_tokens,30,main_plus_two_way,False,8,0.16164639236295272,-1.0058284768499686
activation,ipip_stems,mean_tokens,30,main_plus_two_way,True,8,0.20663910082303247,-2.277832572366549
activation,ipip_stems,mean_tokens,30,through_third_order,False,8,0.34928623305941775,-8.365364759194751
activation,ipip_stems,mean_tokens,30,through_third_order,True,8,0.9366260912196523,-66.3432796649331
activation,ipip_stems,mean_tokens,31,main_effects,False,8,0.26460594768637674,-0.10302555936556801
activation,ipip_stems,mean_tokens,31,main_effects,True,8,0.2913975275019421,-0.33769806036483163
activation,ipip_stems,mean_tokens,31,main_plus_two_way,False,8,0.3282081412337195,-0.6970126181596576
activation,ipip_stems,mean_tokens,31,main_plus_two_way,True,8,0.43815178722937326,-2.0243743593484136
activation,ipip_stems,mean_tokens,31,through_third_order,False,8,0.709016109902912,-6.919514870614023
activation,ipip_stems,mean_tokens,31,through_third_order,True,8,1.8930185600252163,-55.454181661397485
activation,neutral_controls,final_token,0,main_effects,False,8,0.0011414326008177228,-0.25597897501361166
activation,neutral_controls,final_token,0,main_effects,True,8,0.0012604666915674377,-0.5315972293289175
activation,neutral_controls,final_token,0,main_plus_two_way,False,8,0.001516003191421137,-1.2155525515611822
activation,neutral_controls,final_token,0,main_plus_two_way,True,8,0.0019904677405262997,-2.819373331417319
activation,neutral_controls,final_token,0,through_third_order,False,8,0.0032709081595847715,-9.313795711981783
activation,neutral_controls,final_token,0,through_third_order,True,8,0.009452220310279461,-85.12901799704092
activation,neutral_controls,final_token,1,main_effects,False,8,0.0020311288983136293,-0.2278072596446199
activation,neutral_controls,final_token,1,main_effects,True,8,0.0022228365892574074,-0.4705178490405024
activation,neutral_controls,final_token,1,main_plus_two_way,False,8,0.002659021107751303,-1.10425707549626
activation,neutral_controls,final_token,1,main_plus_two_way,True,8,0.003516626543762797,-2.680507662123663
activation,neutral_controls,final_token,1,through_third_order,False,8,0.0058004393030748735,-9.01329473826669
activation,neutral_controls,final_token,1,through_third_order,True,8,0.016523416012906644,-80.25589927078204
activation,neutral_controls,final_token,2,main_effects,False,8,0.003286978592297775,-0.2082869741270892
activation,neutral_controls,final_token,2,main_effects,True,8,0.0036166360692398555,-0.4628033996322194
activation,neutral_controls,final_token,2,main_plus_two_way,False,8,0.0043189914819633775,-1.0861284096544783
activation,neutral_controls,final_token,2,main_plus_two_way,True,8,0.005739834112314249,-2.6844699973669166
activation,neutral_controls,final_token,2,through_third_order,False,8,0.009408888979639162,-8.900406591746737
activation,neutral_controls,final_token,2,through_third_order,True,8,0.02635200122751173,-76.6611015954308
activation,neutral_controls,final_token,3,main_effects,False,8,0.005237948471391734,-0.20257252828249972
activation,neutral_controls,final_token,3,main_effects,True,8,0.0057041733634333545,-0.4261797565292673
activation,neutral_controls,final_token,3,main_plus_two_way,False,8,0.00682676248587752,-1.0427650636271877
activation,neutral_controls,final_token,3,main_plus_two_way,True,8,0.008982345994415091,-2.536457104943225
activation,neutral_controls,final_token,3,through_third_order,False,8,0.014743937329801303,-8.52830800857164
activation,neutral_controls,final_token,3,through_third_order,True,8,0.04072131716402024,-71.68293721996238
activation,neutral_controls,final_token,4,main_effects,False,8,0.007361711619079623,-0.2172992983567974
activation,neutral_controls,final_token,4,main_effects,True,8,0.007960075285682827,-0.4232268247364168
activation,neutral_controls,final_token,4,main_plus_two_way,False,8,0.009601279111707287,-1.0706083449583463
activation,neutral_controls,final_token,4,main_plus_two_way,True,8,0.012641899952293194,-2.5897521817393288
activation,neutral_controls,final_token,4,through_third_order,False,8,0.020820329853222755,-8.736771573314357
activation,neutral_controls,final_token,4,through_third_order,True,8,0.05925929224478419,-77.87741886512896
activation,neutral_controls,final_token,5,main_effects,False,8,0.00899562112886732,-0.21943853640626254
activation,neutral_controls,final_token,5,main_effects,True,8,0.009731361865429703,-0.42706859310796297
activation,neutral_controls,final_token,5,main_plus_two_way,False,8,0.011699894094410187,-1.0628206243172071
activation,neutral_controls,final_token,5,main_plus_two_way,True,8,0.01538236331335068,-2.565691231255223
activation,neutral_controls,final_token,5,through_third_order,False,8,0.024817328395396174,-8.281275383732067
activation,neutral_controls,final_token,5,through_third_order,True,8,0.07255861164194324,-78.33695575501898
activation,neutral_controls,final_token,6,main_effects,False,8,0.010330074941875052,-0.21879281418472796
activation,neutral_controls,final_token,6,main_effects,True,8,0.01098319497010407,-0.37778142962737515
activation,neutral_controls,final_token,6,main_plus_two_way,False,8,0.013400062951678298,-1.0508628482775535
activation,neutral_controls,final_token,6,main_plus_two_way,True,8,0.01727017416054619,-2.4065626074697883
activation,neutral_controls,final_token,6,through_third_order,False,8,0.028043279164087494,-7.982154710868919
activation,neutral_controls,final_token,6,through_third_order,True,8,0.08113919805363302,-74.19420336026549
activation,neutral_controls,final_token,7,main_effects,False,8,0.012232766691158354,-0.23047825406893008
activation,neutral_controls,final_token,7,main_effects,True,8,0.012956931818641099,-0.3804761386684279
activation,neutral_controls,final_token,7,main_plus_two_way,False,8,0.015882961093820033,-1.0743761072543334
activation,neutral_controls,final_token,7,main_plus_two_way,True,8,0.02022860222840171,-2.3647771540524194
activation,neutral_controls,final_token,7,through_third_order,False,8,0.03339057053454949,-8.167950018862436
activation,neutral_controls,final_token,7,through_third_order,True,8,0.09376384423155273,-71.29285342624365
activation,neutral_controls,final_token,8,main_effects,False,8,0.014000913660610351,-0.24616903288148406
activation,neutral_controls,final_token,8,main_effects,True,8,0.014854051439975193,-0.40266528007364855
activation,neutral_controls,final_token,8,main_plus_two_way,False,8,0.018111369828195435,-1.0852916183540016
activation,neutral_controls,final_token,8,main_plus_two_way,True,8,0.023189689750729905,-2.418645564507418
activation,neutral_controls,final_token,8,through_third_order,False,8,0.03814747959408064,-8.251153749213234
activation,neutral_controls,final_token,8,through_third_order,True,8,0.10560976075390154,-69.90425816159684
activation,neutral_controls,final_token,9,main_effects,False,8,0.015948264043023245,-0.25516651288936054
activation,neutral_controls,final_token,9,main_effects,True,8,0.017036215959553104,-0.4322564373881588
activation,neutral_controls,final_token,9,main_plus_two_way,False,8,0.0207218259465813,-1.1189980272486695
activation,neutral_controls,final_token,9,main_plus_two_way,True,8,0.026589716859830748,-2.4890077562910213
activation,neutral_controls,final_token,9,through_third_order,False,8,0.043806755610875374,-8.4701463200065
activation,neutral_controls,final_token,9,through_third_order,True,8,0.1234771729202812,-74.23984017870612
activation,neutral_controls,final_token,10,main_effects,False,8,0.017026652254034887,-0.2569667888588818
activation,neutral_controls,final_token,10,main_effects,True,8,0.018215228391599992,-0.4385816376578222
activation,neutral_controls,final_token,10,main_plus_two_way,False,8,0.0220898043838405,-1.115675274391457
activation,neutral_controls,final_token,10,main_plus_two_way,True,8,0.028290843943069688,-2.4702205454280235
activation,neutral_controls,final_token,10,through_third_order,False,8,0.04726411333231738,-8.685639500426108
activation,neutral_controls,final_token,10,through_third_order,True,8,0.13142611590467013,-73.89082536402198
activation,neutral_controls,final_token,11,main_effects,False,8,0.017754395468150008,-0.25568392226243586
activation,neutral_controls,final_token,11,main_effects,True,8,0.019107171024853813,-0.4543245549163202
activation,neutral_controls,final_token,11,main_plus_two_way,False,8,0.02293300582207421,-1.0950313089902806
activation,neutral_controls,final_token,11,main_plus_two_way,True,8,0.02925822407061723,-2.4100792977923304
activation,neutral_controls,final_token,11,through_third_order,False,8,0.04921204898714084,-8.647425872798914
activation,neutral_controls,final_token,11,through_third_order,True,8,0.13935444040112585,-76.35888087697333
activation,neutral_controls,final_token,12,main_effects,False,8,0.019743816428819748,-0.25033432827070357
activation,neutral_controls,final_token,12,main_effects,True,8,0.021257864246663014,-0.44944988697131616
activation,neutral_controls,final_token,12,main_plus_two_way,False,8,0.02551406322716591,-1.0879649353061867
activation,neutral_controls,final_token,12,main_plus_two_way,True,8,0.033097446300166575,-2.51360485495867
activation,neutral_controls,final_token,12,through_third_order,False,8,0.054432367470954944,-8.50338653399134
activation,neutral_controls,final_token,12,through_third_order,True,8,0.15325945651436046,-74.33876702715733
activation,neutral_controls,final_token,13,main_effects,False,8,0.02219799183980394,-0.2594873859935303
activation,neutral_controls,final_token,13,main_effects,True,8,0.024188497740656754,-0.4954925056787034
activation,neutral_controls,final_token,13,main_plus_two_way,False,8,0.028779235561271977,-1.117019973091574
activation,neutral_controls,final_token,13,main_plus_two_way,True,8,0.03725140056007853,-2.5469221716294714
activation,neutral_controls,final_token,13,through_third_order,False,8,0.06154106072701572,-8.68046908865713
activation,neutral_controls,final_token,13,through_third_order,True,8,0.17399328906352554,-76.38048423764246
activation,neutral_controls,final_token,14,main_effects,False,8,0.02342694619720109,-0.2632376419585636
activation,neutral_controls,final_token,14,main_effects,True,8,0.025625846638364713,-0.5115069326978705
activation,neutral_controls,final_token,14,main_plus_two_way,False,8,0.030287994186892406,-1.1115176915520912
activation,neutral_controls,final_token,14,main_plus_two_way,True,8,0.03962781632497436,-2.614547869756464
activation,neutral_controls,final_token,14,through_third_order,False,8,0.06481795906684859,-8.670399201176151
activation,neutral_controls,final_token,14,through_third_order,True,8,0.1821757537005977,-75.38970765251865
activation,neutral_controls,final_token,15,main_effects,False,8,0.02628304589271319,-0.25836524070053235
activation,neutral_controls,final_token,15,main_effects,True,8,0.02899393431142092,-0.5313329519235159
activation,neutral_controls,final_token,15,main_plus_two_way,False,8,0.033922542929345496,-1.096197159662799
activation,neutral_controls,final_token,15,main_plus_two_way,True,8,0.044419211851605016,-2.594156830205076
activation,neutral_controls,final_token,15,through_third_order,False,8,0.07338345826114445,-8.80960850982372
activation,neutral_controls,final_token,15,through_third_order,True,8,0.20656160543157795,-76.72388980807777
activation,neutral_controls,final_token,16,main_effects,False,8,0.03009438710160536,-0.2561013789891373
activation,neutral_controls,final_token,16,main_effects,True,8,0.03298266797632747,-0.5087776854430579
activation,neutral_controls,final_token,16,main_plus_two_way,False,8,0.03885727900105194,-1.0941050194539859
activation,neutral_controls,final_token,16,main_plus_two_way,True,8,0.05071271937961156,-2.566871677471517
activation,neutral_controls,final_token,16,through_third_order,False,8,0.08298086169929846,-8.550136240540455
activation,neutral_controls,final_token,16,through_third_order,True,8,0.23188783250353848,-73.5778070407606
activation,neutral_controls,final_token,17,main_effects,False,8,0.03568330234005515,-0.2583978384521939
activation,neutral_controls,final_token,17,main_effects,True,8,0.03950716044412906,-0.5425509461491798
activation,neutral_controls,final_token,17,main_plus_two_way,False,8,0.04636740884442928,-1.124777886992415
activation,neutral_controls,final_token,17,main_plus_two_way,True,8,0.06075945002909603,-2.6485100974253135
activation,neutral_controls,final_token,17,through_third_order,False,8,0.09830258306590707,-8.550316046548089
activation,neutral_controls,final_token,17,through_third_order,True,8,0.2763963525574161,-74.50096446764792
activation,neutral_controls,final_token,18,main_effects,False,8,0.03991473247124304,-0.26264008697805785
activation,neutral_controls,final_token,18,main_effects,True,8,0.044314325339131454,-0.5563290054490959
activation,neutral_controls,final_token,18,main_plus_two_way,False,8,0.051837551075999626,-1.1296198221367435
activation,neutral_controls,final_token,18,main_plus_two_way,True,8,0.06824051032280551,-2.690605799131769
activation,neutral_controls,final_token,18,through_third_order,False,8,0.10921345356001308,-8.452907521434256
activation,neutral_controls,final_token,18,through_third_order,True,8,0.31056113827289306,-75.4376536855183
activation,neutral_controls,final_token,19,main_effects,False,8,0.04273183644366466,-0.266266410406105
activation,neutral_controls,final_token,19,main_effects,True,8,0.04733099627687968,-0.5535071770090636
activation,neutral_controls,final_token,19,main_plus_two_way,False,8,0.055403180340602085,-1.1285867910114344
activation,neutral_controls,final_token,19,main_plus_two_way,True,8,0.07256180217892488,-2.651220766824441
activation,neutral_controls,final_token,19,through_third_order,False,8,0.11747949000339274,-8.570752308879928
activation,neutral_controls,final_token,19,through_third_order,True,8,0.33115090700637495,-75.04556126141863
activation,neutral_controls,final_token,20,main_effects,False,8,0.04619191231488272,-0.2565780626699594
activation,neutral_controls,final_token,20,main_effects,True,8,0.051272426107612845,-0.5481938038996725
activation,neutral_controls,final_token,20,main_plus_two_way,False,8,0.059576181068248316,-1.0902725187652655
activation,neutral_controls,final_token,20,main_plus_two_way,True,8,0.07808937830795916,-2.5912159385349653
activation,neutral_controls,final_token,20,through_third_order,False,8,0.12759988067636277,-8.58866455610289
activation,neutral_controls,final_token,20,through_third_order,True,8,0.35993938257659386,-75.29855692505706
activation,neutral_controls,final_token,21,main_effects,False,8,0.05536680372502318,-0.2582775855261994
activation,neutral_controls,final_token,21,main_effects,True,8,0.06174851070399753,-0.5650583340564599
activation,neutral_controls,final_token,21,main_plus_two_way,False,8,0.07132713205455314,-1.0882720649723532
activation,neutral_controls,final_token,21,main_plus_two_way,True,8,0.09339675926687405,-2.5804793134181443
activation,neutral_controls,final_token,21,through_third_order,False,8,0.1541710611930209,-8.756258037928555
activation,neutral_controls,final_token,21,through_third_order,True,8,0.4400834467821861,-78.49642918542902
activation,neutral_controls,final_token,22,main_effects,False,8,0.06272468877347884,-0.25617524525210533
activation,neutral_controls,final_token,22,main_effects,True,8,0.06977143107143144,-0.5542771493929846
activation,neutral_controls,final_token,22,main_plus_two_way,False,8,0.08058048468525256,-1.073160621811208
activation,neutral_controls,final_token,22,main_plus_two_way,True,8,0.10559443140016679,-2.560042908315323
activation,neutral_controls,final_token,22,through_third_order,False,8,0.17688197507765582,-8.989421960826704
activation,neutral_controls,final_token,22,through_third_order,True,8,0.5000915297966333,-78.84949947737515
activation,neutral_controls,final_token,23,main_effects,False,8,0.06906779500492174,-0.2545159330329041
activation,neutral_controls,final_token,23,main_effects,True,8,0.0771535263679779,-0.56544048086475
activation,neutral_controls,final_token,23,main_plus_two_way,False,8,0.0887569953144017,-1.071715818544741
activation,neutral_controls,final_token,23,main_plus_two_way,True,8,0.11641164949709067,-2.5638374302189306
activation,neutral_controls,final_token,23,through_third_order,False,8,0.19685812712926257,-9.191349530992493
activation,neutral_controls,final_token,23,through_third_order,True,8,0.5559768325235193,-80.29023681049594
activation,neutral_controls,final_token,24,main_effects,False,8,0.07581718493314334,-0.25619881402775735
activation,neutral_controls,final_token,24,main_effects,True,8,0.08471626958310387,-0.568399575470798
activation,neutral_controls,final_token,24,main_plus_two_way,False,8,0.0974928317294327,-1.0771527668553569
activation,neutral_controls,final_token,24,main_plus_two_way,True,8,0.12795398338840858,-2.577920528651888
activation,neutral_controls,final_token,24,through_third_order,False,8,0.2165267432219477,-9.245806653476253
activation,neutral_controls,final_token,24,through_third_order,True,8,0.6091461564993346,-80.08977311870697
activation,neutral_controls,final_token,25,main_effects,False,8,0.08237201127592085,-0.25667807547768695
activation,neutral_controls,final_token,25,main_effects,True,8,0.09218000701061203,-0.5737587992208439
activation,neutral_controls,final_token,25,main_plus_two_way,False,8,0.10609071944152788,-1.0845844162964777
activation,neutral_controls,final_token,25,main_plus_two_way,True,8,0.13904217935215019,-2.5806166789413276
activation,neutral_controls,final_token,25,through_third_order,False,8,0.2351878892075692,-9.244590573837897
activation,neutral_controls,final_token,25,through_third_order,True,8,0.6575424216865665,-79.07782178943891
activation,neutral_controls,final_token,26,main_effects,False,8,0.09226387483331068,-0.24827911363545452
activation,neutral_controls,final_token,26,main_effects,True,8,0.1030088909873357,-0.5559575604528533
activation,neutral_controls,final_token,26,main_plus_two_way,False,8,0.11899195774291144,-1.076268638158803
activation,neutral_controls,final_token,26,main_plus_two_way,True,8,0.15562499022082307,-2.551460579910342
activation,neutral_controls,final_token,26,through_third_order,False,8,0.26307096442732736,-9.14832011697657
activation,neutral_controls,final_token,26,through_third_order,True,8,0.7376720541969963,-78.79487271780663
activation,neutral_controls,final_token,27,main_effects,False,8,0.10183118973885516,-0.2490117484475558
activation,neutral_controls,final_token,27,main_effects,True,8,0.11349381506364505,-0.5514910607449723
activation,neutral_controls,final_token,27,main_plus_two_way,False,8,0.13185614415019517,-1.0941396075820582
activation,neutral_controls,final_token,27,main_plus_two_way,True,8,0.17285486942933653,-2.5988862866091784
activation,neutral_controls,final_token,27,through_third_order,False,8,0.29252215609252386,-9.306766076992975
activation,neutral_controls,final_token,27,through_third_order,True,8,0.8177925809646364,-79.55476227790807
activation,neutral_controls,final_token,28,main_effects,False,8,0.11409054149801832,-0.24540579831696152
activation,neutral_controls,final_token,28,main_effects,True,8,0.12753022275232215,-0.5561011980891344
activation,neutral_controls,final_token,28,main_plus_two_way,False,8,0.1478203542198679,-1.090643958969176
activation,neutral_controls,final_token,28,main_plus_two_way,True,8,0.19400557013116593,-2.601139945628334
activation,neutral_controls,final_token,28,through_third_order,False,8,0.32883285857824696,-9.34575087194873
activation,neutral_controls,final_token,28,through_third_order,True,8,0.9128892011610492,-78.7347689324428
activation,neutral_controls,final_token,29,main_effects,False,8,0.13415242778429767,-0.23942772911729837
activation,neutral_controls,final_token,29,main_effects,True,8,0.1499945774963116,-0.54944174674076
activation,neutral_controls,final_token,29,main_plus_two_way,False,8,0.17352915144823683,-1.0738102715166185
activation,neutral_controls,final_token,29,main_plus_two_way,True,8,0.22768667688458152,-2.570256118629246
activation,neutral_controls,final_token,29,through_third_order,False,8,0.3871031874707805,-9.319950870054033
activation,neutral_controls,final_token,29,through_third_order,True,8,1.0645733101716797,-77.05042686747292
activation,neutral_controls,final_token,30,main_effects,False,8,0.16875244361943442,-0.21777069848428243
activation,neutral_controls,final_token,30,main_effects,True,8,0.1881585394629937,-0.5139559736666188
activation,neutral_controls,final_token,30,main_plus_two_way,False,8,0.21727810661225896,-1.0188186846004026
activation,neutral_controls,final_token,30,main_plus_two_way,True,8,0.2847040648624948,-2.466192793456553
activation,neutral_controls,final_token,30,through_third_order,False,8,0.48552009410938096,-9.080447141010705
activation,neutral_controls,final_token,30,through_third_order,True,8,1.3207232120124976,-73.59144161977832
activation,neutral_controls,final_token,31,main_effects,False,8,0.2769759232123622,-0.09304625131320643
activation,neutral_controls,final_token,31,main_effects,True,8,0.30393875052918146,-0.3162144350578857
activation,neutral_controls,final_token,31,main_plus_two_way,False,8,0.34411436096015174,-0.6871748649667042
activation,neutral_controls,final_token,31,main_plus_two_way,True,8,0.45118225554623625,-1.9004041906329654
activation,neutral_controls,final_token,31,through_third_order,False,8,0.7626799419371026,-7.287797888383988
activation,neutral_controls,final_token,31,through_third_order,True,8,2.0443642009580585,-58.54852884438453
activation,neutral_controls,mean_tokens,0,main_effects,False,8,0.0010950025120297546,-0.2615505647119085
activation,neutral_controls,mean_tokens,0,main_effects,True,8,0.0011780483321591183,-0.46016067839245656
activation,neutral_controls,mean_tokens,0,main_plus_two_way,False,8,0.0014520659552154174,-1.2184370906588908
activation,neutral_controls,mean_tokens,0,main_plus_two_way,True,8,0.0018970884125788195,-2.78660125160845
activation,neutral_controls,mean_tokens,0,through_third_order,False,8,0.0030569983314142147,-8.832519915077956
activation,neutral_controls,mean_tokens,0,through_third_order,True,8,0.008682777348516591,-78.32165383729723
activation,neutral_controls,mean_tokens,1,main_effects,False,8,0.00965872557633099,-0.22172790820372823
activation,neutral_controls,mean_tokens,1,main_effects,True,8,0.009304600522977028,-0.1337839503411693
activation,neutral_controls,mean_tokens,1,main_plus_two_way,False,8,0.012956380682422618,-1.1983773474424613
activation,neutral_controls,mean_tokens,1,main_plus_two_way,True,8,0.012573475071891646,-1.0703581997600646
activation,neutral_controls,mean_tokens,1,through_third_order,False,8,0.03237594835576234,-12.727132882094825
activation,neutral_controls,mean_tokens,1,through_third_order,True,8,0.08164082325859269,-86.28700484839057
activation,neutral_controls,mean_tokens,2,main_effects,False,8,0.009857772026259906,-0.22377817347726525
activation,neutral_controls,mean_tokens,2,main_effects,True,8,0.009571821742435762,-0.1538101807305352
activation,neutral_controls,mean_tokens,2,main_plus_two_way,False,8,0.013208332984322405,-1.1970562727975143
activation,neutral_controls,mean_tokens,2,main_plus_two_way,True,8,0.013041703829327084,-1.1419721964882132
activation,neutral_controls,mean_tokens,2,through_third_order,False,8,0.03277929028076532,-12.531447440344142
activation,neutral_controls,mean_tokens,2,through_third_order,True,8,0.08319559855180919,-86.1657484848871
