representation,prompt_group,pooling_rule,layer,subset,profiles,pairs,target,pearson_r,spearman_rho
activation,naturalistic_behavioral,final_token,4,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.033641901614686755,0.03174954695281175
activation,naturalistic_behavioral,final_token,4,exposure_quartile_1,8,28,row_weighted_continuous,-0.2022750955162884,-0.32457580733442803
activation,naturalistic_behavioral,final_token,4,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,0.011285827264063198,-0.1023535851122058
activation,naturalistic_behavioral,final_token,4,exposure_quartile_2,8,28,row_weighted_continuous,0.13471822167041964,0.09250136836343732
activation,naturalistic_behavioral,final_token,4,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,0.1634158149301083,0.150519978106185
activation,naturalistic_behavioral,final_token,4,exposure_quartile_3,8,28,row_weighted_continuous,-0.2446868826137313,-0.32457580733442803
activation,naturalistic_behavioral,final_token,4,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,-0.22189296777699724,-0.31143951833607003
activation,naturalistic_behavioral,final_token,4,exposure_quartile_4,8,28,row_weighted_continuous,0.35189421990868824,0.19047619047619047
activation,naturalistic_behavioral,final_token,4,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.2414066924286557,0.1691297208538588
activation,naturalistic_behavioral,final_token,4,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,-0.02186787146023826,-0.06777163904235727
activation,naturalistic_behavioral,final_token,4,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,-0.006252656888801901,-0.056058122356464894
activation,naturalistic_behavioral,final_token,4,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.012684259061904126,-0.032032549566155644
activation,naturalistic_behavioral,final_token,4,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.04452506361649877,-0.02958234051162163
activation,naturalistic_behavioral,final_token,5,all_32,32,496,row_weighted_continuous,0.0725914480213619,0.05581376823993815
activation,naturalistic_behavioral,final_token,5,all_32,32,496,unique_tuple_weighted_continuous,0.0792815657137,0.05601782739447437
activation,naturalistic_behavioral,final_token,5,rows_ge_1000,30,435,row_weighted_continuous,0.01487973882841977,0.01192908386630259
activation,naturalistic_behavioral,final_token,5,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.02941678664761214,0.022824982469235512
activation,naturalistic_behavioral,final_token,5,rows_ge_10000,30,435,row_weighted_continuous,0.01487973882841977,0.01192908386630259
activation,naturalistic_behavioral,final_token,5,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.02941678664761214,0.022824982469235512
activation,naturalistic_behavioral,final_token,5,rows_ge_50000,22,231,row_weighted_continuous,0.12138283995730628,0.14916859751942213
activation,naturalistic_behavioral,final_token,5,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.07342786816476053,0.10202982924122354
activation,naturalistic_behavioral,final_token,5,unique_tuples_ge_10,28,378,row_weighted_continuous,0.06097009715514632,0.058743478541495094
activation,naturalistic_behavioral,final_token,5,unique_tuples_ge_10,28,378,unique_tuple_weighted_continuous,0.04483061478838476,0.042705714710081916
activation,naturalistic_behavioral,final_token,5,unique_tuples_ge_25,24,276,row_weighted_continuous,0.06977431537525214,0.08354789457912987
activation,naturalistic_behavioral,final_token,5,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.053034296863162085,0.06999785961958306
activation,naturalistic_behavioral,final_token,5,exposure_quartile_1,8,28,row_weighted_continuous,-0.2081720481373029,-0.32129173508483855
activation,naturalistic_behavioral,final_token,5,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,0.015498592726979237,-0.0755336617405583
activation,naturalistic_behavioral,final_token,5,exposure_quartile_2,8,28,row_weighted_continuous,0.17254316537946546,0.1899288451012589
activation,naturalistic_behavioral,final_token,5,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,0.12466070184128018,0.1652983032293377
activation,naturalistic_behavioral,final_token,5,exposure_quartile_3,8,28,row_weighted_continuous,-0.007217235964879798,0.03557744937055282
activation,naturalistic_behavioral,final_token,5,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,-0.08439042943579515,-0.015873015873015872
activation,naturalistic_behavioral,final_token,5,exposure_quartile_4,8,28,row_weighted_continuous,0.36279737634248554,0.14395183360700603
activation,naturalistic_behavioral,final_token,5,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.24524613153905322,0.1111111111111111
activation,naturalistic_behavioral,final_token,5,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,0.026862912316651513,0.014951530973630419
activation,naturalistic_behavioral,final_token,5,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,0.023289841450279243,-0.006429482120089855
activation,naturalistic_behavioral,final_token,5,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.09419916580065167,0.10278139939156887
activation,naturalistic_behavioral,final_token,5,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.09650540066223069,0.07269702827855955
activation,naturalistic_behavioral,final_token,6,all_32,32,496,row_weighted_continuous,0.08137530178446138,0.06969087250777391
activation,naturalistic_behavioral,final_token,6,all_32,32,496,unique_tuple_weighted_continuous,0.09021788142938439,0.07806968890567255
activation,naturalistic_behavioral,final_token,6,rows_ge_1000,30,435,row_weighted_continuous,0.028786480477438245,0.027550489330652815
activation,naturalistic_behavioral,final_token,6,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.0536185947443234,0.05395262247115989
activation,naturalistic_behavioral,final_token,6,rows_ge_10000,30,435,row_weighted_continuous,0.028786480477438245,0.027550489330652815
activation,naturalistic_behavioral,final_token,6,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.0536185947443234,0.05395262247115989
activation,naturalistic_behavioral,final_token,6,rows_ge_50000,22,231,row_weighted_continuous,0.13963422701988676,0.17341556494480034
activation,naturalistic_behavioral,final_token,6,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.08173118177980418,0.12444459588387626
activation,naturalistic_behavioral,final_token,6,unique_tuples_ge_10,28,378,row_weighted_continuous,0.060906875905632624,0.06253079303757131
activation,naturalistic_behavioral,final_token,6,unique_tuples_ge_10,28,378,unique_tuple_weighted_continuous,0.05161784261293637,0.06137855714782291
activation,naturalistic_behavioral,final_token,6,unique_tuples_ge_25,24,276,row_weighted_continuous,0.07253900172001142,0.0773476405873204
activation,naturalistic_behavioral,final_token,6,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.05692332284524473,0.07481171786932264
activation,naturalistic_behavioral,final_token,6,exposure_quartile_1,8,28,row_weighted_continuous,-0.1971355347477019,-0.2851669403393541
activation,naturalistic_behavioral,final_token,6,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,-0.024944304776824862,-0.0782703886152162
activation,naturalistic_behavioral,final_token,6,exposure_quartile_2,8,28,row_weighted_continuous,-0.00688307634742645,0.07060755336617405
activation,naturalistic_behavioral,final_token,6,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,0.03392054872570987,0.16146688560481665
activation,naturalistic_behavioral,final_token,6,exposure_quartile_3,8,28,row_weighted_continuous,0.1420436381757138,0.18226600985221672
activation,naturalistic_behavioral,final_token,6,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,0.01272496482847824,0.0722495894909688
activation,naturalistic_behavioral,final_token,6,exposure_quartile_4,8,28,row_weighted_continuous,0.36672674750139134,0.15489874110563767
activation,naturalistic_behavioral,final_token,6,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.2493983138387311,0.1412151067323481
activation,naturalistic_behavioral,final_token,6,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,0.019632483694569262,0.017896100216542206
activation,naturalistic_behavioral,final_token,6,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,0.035313988437779546,0.01806811972557829
activation,naturalistic_behavioral,final_token,6,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.11697154966647824,0.12277270751847023
activation,naturalistic_behavioral,final_token,6,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.12433251758814015,0.11118104572224968
activation,naturalistic_behavioral,final_token,7,all_32,32,496,row_weighted_continuous,0.08446780418034901,0.06761949999114923
activation,naturalistic_behavioral,final_token,7,all_32,32,496,unique_tuple_weighted_continuous,0.08026218387880453,0.0626624851749795
activation,naturalistic_behavioral,final_token,7,rows_ge_1000,30,435,row_weighted_continuous,0.04563032420127564,0.030519420879760093
activation,naturalistic_behavioral,final_token,7,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.060858832316466785,0.045658420525500155
activation,naturalistic_behavioral,final_token,7,rows_ge_10000,30,435,row_weighted_continuous,0.04563032420127564,0.030519420879760093
activation,naturalistic_behavioral,final_token,7,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.060858832316466785,0.045658420525500155
activation,naturalistic_behavioral,final_token,7,rows_ge_50000,22,231,row_weighted_continuous,0.1255269919429457,0.12843318600440043
activation,naturalistic_behavioral,final_token,7,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.07125033928686172,0.0791010338986351
activation,naturalistic_behavioral,final_token,7,unique_tuples_ge_10,28,378,row_weighted_continuous,0.06413128541135793,0.05181873192063347
activation,naturalistic_behavioral,final_token,7,unique_tuples_ge_10,28,378,unique_tuple_weighted_continuous,0.05650725073122443,0.042667277222822673
activation,naturalistic_behavioral,final_token,7,unique_tuples_ge_25,24,276,row_weighted_continuous,0.06997627984969806,0.04815056862773077
activation,naturalistic_behavioral,final_token,7,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.058957016643584395,0.04512606840655813
activation,naturalistic_behavioral,final_token,7,exposure_quartile_1,8,28,row_weighted_continuous,-0.2046034850119202,-0.2884510125889437
activation,naturalistic_behavioral,final_token,7,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,-0.09009505759315987,-0.13902572523262177
activation,naturalistic_behavioral,final_token,7,exposure_quartile_2,8,28,row_weighted_continuous,0.07579149453122384,0.04926108374384236
activation,naturalistic_behavioral,final_token,7,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,0.04286165146503234,0.07991242474001095
activation,naturalistic_behavioral,final_token,7,exposure_quartile_3,8,28,row_weighted_continuous,0.0987411384252637,0.05911330049261084
activation,naturalistic_behavioral,final_token,7,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,-0.005796321706487251,-0.020251778872468526
activation,naturalistic_behavioral,final_token,7,exposure_quartile_4,8,28,row_weighted_continuous,0.35675539958553676,0.18609742747673783
activation,naturalistic_behavioral,final_token,7,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.2605214738868446,0.1718664477285167
activation,naturalistic_behavioral,final_token,7,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,0.06160901228234597,0.05142573816606965
activation,naturalistic_behavioral,final_token,7,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,0.07973748131844906,0.04686620929714852
activation,naturalistic_behavioral,final_token,7,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.09552117520815614,0.06480690554331699
activation,naturalistic_behavioral,final_token,7,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.10590234574005226,0.052016364699006425
activation,naturalistic_behavioral,final_token,8,all_32,32,496,row_weighted_continuous,0.06825538954675005,0.043711339395119495
activation,naturalistic_behavioral,final_token,8,all_32,32,496,unique_tuple_weighted_continuous,0.07470536159782748,0.054012933908435944
activation,naturalistic_behavioral,final_token,8,rows_ge_1000,30,435,row_weighted_continuous,0.020670604553752164,-0.00035192736359170013
activation,naturalistic_behavioral,final_token,8,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.05463493749470531,0.03581509672171059
activation,naturalistic_behavioral,final_token,8,rows_ge_10000,30,435,row_weighted_continuous,0.020670604553752164,-0.00035192736359170013
activation,naturalistic_behavioral,final_token,8,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.05463493749470531,0.03581509672171059
activation,naturalistic_behavioral,final_token,8,rows_ge_50000,22,231,row_weighted_continuous,0.08662056832512156,0.08395899452870968
activation,naturalistic_behavioral,final_token,8,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.07182268102953072,0.07210031347962383
activation,naturalistic_behavioral,final_token,8,unique_tuples_ge_10,28,378,row_weighted_continuous,0.03413122682218063,0.014196208264081979
activation,naturalistic_behavioral,final_token,8,unique_tuples_ge_10,28,378,unique_tuple_weighted_continuous,0.04685371585362449,0.02597340992391488
activation,naturalistic_behavioral,final_token,8,unique_tuples_ge_25,24,276,row_weighted_continuous,0.04232606525862231,0.015212111699319361
activation,naturalistic_behavioral,final_token,8,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.05853485128198299,0.039612448452504966
activation,naturalistic_behavioral,final_token,8,exposure_quartile_1,8,28,row_weighted_continuous,-0.21739683502692644,-0.35467980295566504
activation,naturalistic_behavioral,final_token,8,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,-0.10332238142898721,-0.1992337164750958
activation,naturalistic_behavioral,final_token,8,exposure_quartile_2,8,28,row_weighted_continuous,-0.08609412873450606,-0.14395183360700603
activation,naturalistic_behavioral,final_token,8,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,0.0055972429875106545,0.011494252873563218
activation,naturalistic_behavioral,final_token,8,exposure_quartile_3,8,28,row_weighted_continuous,0.038552961062725544,-0.013683634373289545
activation,naturalistic_behavioral,final_token,8,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,-0.04631256618822517,-0.06622879036672139
activation,naturalistic_behavioral,final_token,8,exposure_quartile_4,8,28,row_weighted_continuous,0.3205192950527071,0.1423097974822113
activation,naturalistic_behavioral,final_token,8,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.26940827271987455,0.15599343185550082
activation,naturalistic_behavioral,final_token,8,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,0.052168410795860355,0.02838726650881347
activation,naturalistic_behavioral,final_token,8,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,0.09549572275451695,0.0570902394106814
activation,naturalistic_behavioral,final_token,8,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.06828539552801453,0.027993825772902332
activation,naturalistic_behavioral,final_token,8,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.0903642809196718,0.04839724857258463
activation,naturalistic_behavioral,final_token,9,all_32,32,496,row_weighted_continuous,0.04079451202472863,0.02469951674858535
activation,naturalistic_behavioral,final_token,9,all_32,32,496,unique_tuple_weighted_continuous,0.05308228542446277,0.035146067017943435
activation,naturalistic_behavioral,final_token,9,rows_ge_1000,30,435,row_weighted_continuous,-0.009238411583343152,-0.024925612702041147
activation,naturalistic_behavioral,final_token,9,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.0283193584675056,0.008426575618460587
activation,naturalistic_behavioral,final_token,9,rows_ge_10000,30,435,row_weighted_continuous,-0.009238411583343152,-0.024925612702041147
activation,naturalistic_behavioral,final_token,9,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.0283193584675056,0.008426575618460587
activation,naturalistic_behavioral,final_token,9,rows_ge_50000,22,231,row_weighted_continuous,0.0708271558491044,0.06870850289141145
activation,naturalistic_behavioral,final_token,9,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.052702541820042206,0.04568040654997177
activation,naturalistic_behavioral,final_token,9,unique_tuples_ge_10,28,378,row_weighted_continuous,0.017106715573437962,-0.00010275917836649343
activation,naturalistic_behavioral,final_token,9,unique_tuples_ge_10,28,378,unique_tuple_weighted_continuous,0.023798282138638722,0.002139501639092213
activation,naturalistic_behavioral,final_token,9,unique_tuples_ge_25,24,276,row_weighted_continuous,0.03733341943534201,0.016385040167805825
activation,naturalistic_behavioral,final_token,9,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.04268008714266803,0.023460281674062874
activation,naturalistic_behavioral,final_token,9,exposure_quartile_1,8,28,row_weighted_continuous,-0.2918962331539006,-0.3524904214559387
activation,naturalistic_behavioral,final_token,9,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,-0.13479749390334486,-0.16310892172961136
activation,naturalistic_behavioral,final_token,9,exposure_quartile_2,8,28,row_weighted_continuous,-0.0005842551144440013,-0.07772304324028462
activation,naturalistic_behavioral,final_token,9,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,-0.014306724277349605,-0.05363984674329502
activation,naturalistic_behavioral,final_token,9,exposure_quartile_3,8,28,row_weighted_continuous,0.04796501835703936,-0.029009304871373837
activation,naturalistic_behavioral,final_token,9,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,-0.037914316405068954,-0.08264915161466885
activation,naturalistic_behavioral,final_token,9,exposure_quartile_4,8,28,row_weighted_continuous,0.3028023743014413,0.2895457033388068
activation,naturalistic_behavioral,final_token,9,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.25443650101258136,0.26874657909140665
activation,naturalistic_behavioral,final_token,9,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,0.06983185744986899,0.051215267237366684
activation,naturalistic_behavioral,final_token,9,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,0.09729074506653257,0.06644405318438466
activation,naturalistic_behavioral,final_token,9,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.05880864537161287,0.024382202640531103
activation,naturalistic_behavioral,final_token,9,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.07200602012419768,0.03121581321464431
activation,naturalistic_behavioral,final_token,10,all_32,32,496,row_weighted_continuous,0.05157283952211353,0.03642303478741461
activation,naturalistic_behavioral,final_token,10,all_32,32,496,unique_tuple_weighted_continuous,0.0639087647896864,0.05037782904661596
activation,naturalistic_behavioral,final_token,10,rows_ge_1000,30,435,row_weighted_continuous,0.0075052872816578145,-0.01177542543994565
activation,naturalistic_behavioral,final_token,10,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.042570100130268206,0.026609732380670527
activation,naturalistic_behavioral,final_token,10,rows_ge_10000,30,435,row_weighted_continuous,0.0075052872816578145,-0.01177542543994565
activation,naturalistic_behavioral,final_token,10,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.042570100130268206,0.026609732380670527
activation,naturalistic_behavioral,final_token,10,rows_ge_50000,22,231,row_weighted_continuous,0.0957648096010755,0.09542631281761717
activation,naturalistic_behavioral,final_token,10,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.0707646336563589,0.07577250335871026
activation,naturalistic_behavioral,final_token,10,unique_tuples_ge_10,28,378,row_weighted_continuous,0.039886574901058125,0.019445258186046102
activation,naturalistic_behavioral,final_token,10,unique_tuples_ge_10,28,378,unique_tuple_weighted_continuous,0.04273959894805526,0.024046647556792217
activation,naturalistic_behavioral,final_token,10,unique_tuples_ge_25,24,276,row_weighted_continuous,0.05975761409329602,0.03704627502461438
activation,naturalistic_behavioral,final_token,10,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.06264290155687163,0.05036457813101982
activation,naturalistic_behavioral,final_token,10,exposure_quartile_1,8,28,row_weighted_continuous,-0.27989433627153054,-0.3962780514504652
activation,naturalistic_behavioral,final_token,10,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,-0.10505622818934376,-0.17350848385331144
activation,naturalistic_behavioral,final_token,10,exposure_quartile_2,8,28,row_weighted_continuous,0.0947794105865313,-0.021893814997263273
activation,naturalistic_behavioral,final_token,10,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,0.14360292206769515,0.07060755336617405
activation,naturalistic_behavioral,final_token,10,exposure_quartile_3,8,28,row_weighted_continuous,0.005104741878926636,-0.031198686371100168
activation,naturalistic_behavioral,final_token,10,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,-0.08226271896380902,-0.08374384236453201
activation,naturalistic_behavioral,final_token,10,exposure_quartile_4,8,28,row_weighted_continuous,0.42212673780040105,0.29337712096332785
activation,naturalistic_behavioral,final_token,10,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.2802488943295346,0.21620142309797483
activation,naturalistic_behavioral,final_token,10,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,0.08103235179388227,0.07378827434076053
activation,naturalistic_behavioral,final_token,10,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,0.09240571125696807,0.08760245279582296
activation,naturalistic_behavioral,final_token,10,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.08506741656726602,0.050390384990034315
activation,naturalistic_behavioral,final_token,10,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.07877591960849586,0.05789836502869816
activation,naturalistic_behavioral,final_token,11,all_32,32,496,row_weighted_continuous,0.08705311291750942,0.0838113726346348
activation,naturalistic_behavioral,final_token,11,all_32,32,496,unique_tuple_weighted_continuous,0.06805151384715057,0.06556209200461811
activation,naturalistic_behavioral,final_token,11,rows_ge_1000,30,435,row_weighted_continuous,0.058429867774946256,0.04944812716036604
activation,naturalistic_behavioral,final_token,11,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.05617230522472586,0.05028362663043398
activation,naturalistic_behavioral,final_token,11,rows_ge_10000,30,435,row_weighted_continuous,0.058429867774946256,0.04944812716036604
activation,naturalistic_behavioral,final_token,11,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.05617230522472586,0.05028362663043398
activation,naturalistic_behavioral,final_token,11,rows_ge_50000,22,231,row_weighted_continuous,0.0931917044683953,0.08998130804727505
activation,naturalistic_behavioral,final_token,11,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.06195538561508512,0.07009092856169317
activation,naturalistic_behavioral,final_token,11,unique_tuples_ge_10,28,378,row_weighted_continuous,0.060905906579743985,0.05122350632313329
activation,naturalistic_behavioral,final_token,11,unique_tuples_ge_10,28,378,unique_tuple_weighted_continuous,0.059225293042957684,0.05362173890970179
activation,naturalistic_behavioral,final_token,11,unique_tuples_ge_25,24,276,row_weighted_continuous,0.07001591371415765,0.04623392931036944
activation,naturalistic_behavioral,final_token,11,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.06534878823744683,0.05576975214394772
activation,naturalistic_behavioral,final_token,11,exposure_quartile_1,8,28,row_weighted_continuous,-0.22721067629690628,-0.3158182813355227
activation,naturalistic_behavioral,final_token,11,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,-0.11199950885089027,-0.17296113847837985
activation,naturalistic_behavioral,final_token,11,exposure_quartile_2,8,28,row_weighted_continuous,0.12967777508756062,-0.026272577996715927
activation,naturalistic_behavioral,final_token,11,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,0.17740491410302886,0.06403940886699507
activation,naturalistic_behavioral,final_token,11,exposure_quartile_3,8,28,row_weighted_continuous,0.056708675776470735,0.010946907498631636
activation,naturalistic_behavioral,final_token,11,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,-0.060118633190940886,-0.08538587848932677
activation,naturalistic_behavioral,final_token,11,exposure_quartile_4,8,28,row_weighted_continuous,0.4757697203097952,0.3147235905856595
activation,naturalistic_behavioral,final_token,11,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.340796410763066,0.23152709359605914
activation,naturalistic_behavioral,final_token,11,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,0.11067140004120318,0.10786027968348409
activation,naturalistic_behavioral,final_token,11,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,0.09099645835701274,0.09269625402222087
activation,naturalistic_behavioral,final_token,11,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.11166366139127461,0.07320655187399781
activation,naturalistic_behavioral,final_token,11,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.07810455048956383,0.04928891486460159
activation,naturalistic_behavioral,final_token,12,all_32,32,496,row_weighted_continuous,0.11296841339941181,0.10373157812957902
activation,naturalistic_behavioral,final_token,12,all_32,32,496,unique_tuple_weighted_continuous,0.06671129566029614,0.05992150360619238
activation,naturalistic_behavioral,final_token,12,rows_ge_1000,30,435,row_weighted_continuous,0.0931630936145649,0.07697616544959668
activation,naturalistic_behavioral,final_token,12,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.057000378584078595,0.04567999685102276
activation,naturalistic_behavioral,final_token,12,rows_ge_10000,30,435,row_weighted_continuous,0.0931630936145649,0.07697616544959668
activation,naturalistic_behavioral,final_token,12,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.057000378584078595,0.04567999685102276
activation,naturalistic_behavioral,final_token,12,rows_ge_50000,22,231,row_weighted_continuous,0.07050273174197082,0.062360053739364096
activation,naturalistic_behavioral,final_token,12,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.03959863916630043,0.04408672287233007
activation,naturalistic_behavioral,final_token,12,unique_tuples_ge_10,28,378,row_weighted_continuous,0.058704098424488614,0.0479963126674072
activation,naturalistic_behavioral,final_token,12,unique_tuples_ge_10,28,378,unique_tuple_weighted_continuous,0.05434727619008374,0.046106432513492834
activation,naturalistic_behavioral,final_token,12,unique_tuples_ge_25,24,276,row_weighted_continuous,0.06015348742771522,0.03265078980037386
activation,naturalistic_behavioral,final_token,12,unique_tuples_ge_25,24,276,unique_tuple_weighted_continuous,0.05336337420834633,0.03869864870649677
activation,naturalistic_behavioral,final_token,12,exposure_quartile_1,8,28,row_weighted_continuous,-0.17351194968921685,-0.2862616310892173
activation,naturalistic_behavioral,final_token,12,exposure_quartile_1,8,28,unique_tuple_weighted_continuous,-0.1007679543384043,-0.15270935960591134
activation,naturalistic_behavioral,final_token,12,exposure_quartile_2,8,28,row_weighted_continuous,0.08140626332707263,-0.10892172961138478
activation,naturalistic_behavioral,final_token,12,exposure_quartile_2,8,28,unique_tuple_weighted_continuous,0.12132978848586747,-0.0038314176245210726
activation,naturalistic_behavioral,final_token,12,exposure_quartile_3,8,28,row_weighted_continuous,0.042997294838373404,-0.0629447181171319
activation,naturalistic_behavioral,final_token,12,exposure_quartile_3,8,28,unique_tuple_weighted_continuous,-0.07663334995235975,-0.16584564860426929
activation,naturalistic_behavioral,final_token,12,exposure_quartile_4,8,28,row_weighted_continuous,0.41835799281743236,0.29064039408866993
activation,naturalistic_behavioral,final_token,12,exposure_quartile_4,8,28,unique_tuple_weighted_continuous,0.30185807330569664,0.24192665571975916
activation,naturalistic_behavioral,final_token,12,pair_row_ratio_le_2_0,32,181,row_weighted_continuous,0.1318702914125257,0.11098901098901098
activation,naturalistic_behavioral,final_token,12,pair_row_ratio_le_2_0,32,181,unique_tuple_weighted_continuous,0.0937777179695311,0.08288911824823426
activation,naturalistic_behavioral,final_token,12,pair_row_ratio_le_1_5,32,117,row_weighted_continuous,0.12397478965438069,0.09399961036430937
activation,naturalistic_behavioral,final_token,12,pair_row_ratio_le_1_5,32,117,unique_tuple_weighted_continuous,0.08261832285395701,0.06390774625724947
activation,naturalistic_behavioral,final_token,13,all_32,32,496,row_weighted_continuous,0.08082301578237196,0.07002208755957051
activation,naturalistic_behavioral,final_token,13,all_32,32,496,unique_tuple_weighted_continuous,0.05855033138384004,0.04371320788858272
activation,naturalistic_behavioral,final_token,13,rows_ge_1000,30,435,row_weighted_continuous,0.04934730841922311,0.03445199777822161
activation,naturalistic_behavioral,final_token,13,rows_ge_1000,30,435,unique_tuple_weighted_continuous,0.04212812332423296,0.0205581562155125
activation,naturalistic_behavioral,final_token,13,rows_ge_10000,30,435,row_weighted_continuous,0.04934730841922311,0.03445199777822161
activation,naturalistic_behavioral,final_token,13,rows_ge_10000,30,435,unique_tuple_weighted_continuous,0.04212812332423296,0.0205581562155125
activation,naturalistic_behavioral,final_token,13,rows_ge_50000,22,231,row_weighted_continuous,0.06921442048140476,0.04871103409334294
activation,naturalistic_behavioral,final_token,13,rows_ge_50000,22,231,unique_tuple_weighted_continuous,0.03288899764709546,0.025278918982067407
