representation,prompt_group,pooling_rule,layer,target_geometry,pearson_r,spearman_rho,mantel_permutations,mantel_two_sided_p,null_mean,null_sd,mantel_two_sided_q
activation,ipip_stems,final_token,14,row_weighted_continuous,0.07006318428013142,0.06047674119005332,1000,0.22777222777222778,-0.0004710226763743175,0.057239690122360326,0.3916992098810281
activation,ipip_stems,final_token,14,unique_tuple_weighted_continuous,0.07261114872786574,0.07110374859125428,1000,0.052947052947052944,0.0019651415861061793,0.03810104289940802,0.14961387160557285
activation,ipip_stems,final_token,14,binary_hamming,0.08346562858789201,0.0873223342621282,1000,0.001998001998001998,0.0012537512719311135,0.01950844448136533,0.012598512598512598
activation,ipip_stems,final_token,15,row_weighted_continuous,0.04882167210227879,0.0437189117107336,1000,0.4205794205794206,0.0006855694828845287,0.05912132224775423,0.5411923910985824
activation,ipip_stems,final_token,15,unique_tuple_weighted_continuous,0.05733943177399215,0.055470358809749994,1000,0.11988011988011989,-0.001457586344585795,0.03679812485688993,0.27212787212787215
activation,ipip_stems,final_token,15,binary_hamming,0.08327461921587491,0.0852096047594687,1000,0.000999000999000999,0.0005953893324802999,0.019258604480571553,0.007315265379781508
activation,ipip_stems,final_token,16,row_weighted_continuous,0.05320953566873806,0.04933402959300279,1000,0.38961038961038963,0.0025294651473049172,0.06000401623848612,0.5233228310151388
activation,ipip_stems,final_token,16,unique_tuple_weighted_continuous,0.05269254136243515,0.052687286967159755,1000,0.13986013986013987,-6.652623342219327e-05,0.03556342683798768,0.29038035135596113
activation,ipip_stems,final_token,16,binary_hamming,0.0841599271904358,0.0903637810326105,1000,0.000999000999000999,-0.0006178364550857066,0.01792129086174186,0.007315265379781508
activation,ipip_stems,final_token,17,row_weighted_continuous,0.037416002473156844,0.03719491927124821,1000,0.5574425574425574,-0.0005201536909697552,0.060036695337539414,0.6500314753739411
activation,ipip_stems,final_token,17,unique_tuple_weighted_continuous,0.043846365649810856,0.04863422962014511,1000,0.24275724275724275,0.0014842974113378944,0.03633633243230407,0.40519039783745664
activation,ipip_stems,final_token,17,binary_hamming,0.08287262828555603,0.09456469244494736,1000,0.000999000999000999,0.00033192011604503353,0.018221572525669874,0.007315265379781508
activation,ipip_stems,final_token,18,row_weighted_continuous,0.034178477268774786,0.042782599802136376,1000,0.5564435564435565,0.002388767288245408,0.0595133894961491,0.649979523049849
activation,ipip_stems,final_token,18,unique_tuple_weighted_continuous,0.039982420161470855,0.05075418296681358,1000,0.26173826173826176,0.0017301167980924884,0.03637437377341399,0.421380038401315
activation,ipip_stems,final_token,18,binary_hamming,0.08419976316711271,0.1002171848556258,1000,0.000999000999000999,-0.0011283843142949918,0.018378712901049227,0.007315265379781508
activation,ipip_stems,final_token,19,row_weighted_continuous,0.026590140060924264,0.042704221418442226,1000,0.6603396603396603,-0.002267352222599672,0.060148042766607256,0.7253085624053366
activation,ipip_stems,final_token,19,unique_tuple_weighted_continuous,0.029227715422309918,0.04378873436120142,1000,0.42157842157842157,-0.0002877229339690267,0.03549724563136097,0.5411923910985824
activation,ipip_stems,final_token,19,binary_hamming,0.08209955172479338,0.10091679125561569,1000,0.000999000999000999,-0.0003155918884982988,0.017690538649108037,0.007315265379781508
activation,ipip_stems,final_token,20,row_weighted_continuous,0.006989553129193731,0.041090531458546,1000,0.9040959040959041,-0.0003378501954745748,0.05865915930836131,0.9530794283116264
activation,ipip_stems,final_token,20,unique_tuple_weighted_continuous,0.02534059311607304,0.04633313074930521,1000,0.4775224775224775,0.0012267183013728185,0.036980579716344456,0.5776071175715937
activation,ipip_stems,final_token,20,binary_hamming,0.08172872487884333,0.10351556309932076,1000,0.000999000999000999,2.5983222770557702e-05,0.016478890511649923,0.007315265379781508
activation,ipip_stems,final_token,21,row_weighted_continuous,0.020155597005215152,0.05820966856859632,1000,0.7212787212787213,-0.0007679610399893377,0.05866197803881015,0.7711001714141432
activation,ipip_stems,final_token,21,unique_tuple_weighted_continuous,0.024207421604079814,0.04798202705971902,1000,0.5004995004995005,-0.00038189653673923265,0.036433033886549296,0.5958744053149648
activation,ipip_stems,final_token,21,binary_hamming,0.08100663348324982,0.10567902429414326,1000,0.000999000999000999,0.00032518708961799705,0.016578638907647755,0.007315265379781508
activation,ipip_stems,final_token,22,row_weighted_continuous,-0.004052166143418745,0.04554147957146594,1000,0.936063936063936,-0.00025255592247371234,0.05764157771430096,0.9807069853223699
activation,ipip_stems,final_token,22,unique_tuple_weighted_continuous,0.012706255573146683,0.04001772118537225,1000,0.7392607392607392,-0.0003627456064121444,0.03681622681135323,0.7878506470055765
activation,ipip_stems,final_token,22,binary_hamming,0.07536344008606467,0.10175468242940472,1000,0.000999000999000999,0.0006809552626250424,0.016496456205863246,0.007315265379781508
activation,ipip_stems,final_token,23,row_weighted_continuous,0.013271126338592072,0.05702238848535986,1000,0.8291708291708292,0.002291101370442293,0.06161133648274005,0.8754501312640847
activation,ipip_stems,final_token,23,unique_tuple_weighted_continuous,0.01774466585639907,0.04435941160157425,1000,0.5924075924075924,-0.000798122205180857,0.03512175381428031,0.6735051259258271
activation,ipip_stems,final_token,23,binary_hamming,0.07919622006390374,0.10573957502349911,1000,0.000999000999000999,0.00026484728444930826,0.01608523197236039,0.007315265379781508
activation,ipip_stems,final_token,24,row_weighted_continuous,0.0238821774367165,0.06523235207923986,1000,0.6773226773226774,-0.001811190191827966,0.05845875191034848,0.7356566878097979
activation,ipip_stems,final_token,24,unique_tuple_weighted_continuous,0.022432421278335113,0.04659245797364834,1000,0.5284715284715285,-4.247387110411416e-05,0.036975056534776396,0.6215701397048548
activation,ipip_stems,final_token,24,binary_hamming,0.07920333617288668,0.1034762869505494,1000,0.000999000999000999,-0.0007523001285384463,0.01587671637971225,0.007315265379781508
activation,ipip_stems,final_token,25,row_weighted_continuous,0.024465148716914617,0.06123672632077903,1000,0.6943056943056943,-0.0011489501506429579,0.05993568483185834,0.7493219933790457
activation,ipip_stems,final_token,25,unique_tuple_weighted_continuous,0.02074023312484087,0.043595394458638435,1000,0.5594405594405595,0.001074777752222015,0.036839658384027196,0.6512461897077282
activation,ipip_stems,final_token,25,binary_hamming,0.07873092602030862,0.10335764025113592,1000,0.000999000999000999,-0.0005044676145223418,0.015391388801429783,0.007315265379781508
activation,ipip_stems,final_token,26,row_weighted_continuous,0.032343342773091976,0.06886086804305797,1000,0.5614385614385614,-0.001270257138985029,0.05808315105184784,0.651345247597377
activation,ipip_stems,final_token,26,unique_tuple_weighted_continuous,0.029361481544238493,0.052892132855785735,1000,0.41358641358641357,-0.0012344482193901816,0.035033195419936616,0.5411923910985824
activation,ipip_stems,final_token,26,binary_hamming,0.08486592333654416,0.11090684334623135,1000,0.000999000999000999,0.0002646410259235402,0.0162697671327672,0.007315265379781508
activation,ipip_stems,final_token,27,row_weighted_continuous,0.007598170590399574,0.04670299411326217,1000,0.906093906093906,-0.00028274646368435616,0.06211845077008538,0.9537093509272797
activation,ipip_stems,final_token,27,unique_tuple_weighted_continuous,0.019367018821888925,0.04172227893263786,1000,0.5754245754245755,0.0005269272128758552,0.03543813558119446,0.6608164179833658
activation,ipip_stems,final_token,27,binary_hamming,0.08070387769128681,0.10495159728877368,1000,0.000999000999000999,0.00029250168648413676,0.017026504387392945,0.007315265379781508
activation,ipip_stems,final_token,28,row_weighted_continuous,0.007179692347306206,0.04583827500683475,1000,0.9080919080919081,0.0005179617710273587,0.05781425470278798,0.9543373293373293
activation,ipip_stems,final_token,28,unique_tuple_weighted_continuous,0.024733932213192682,0.04474481296380433,1000,0.4905094905094905,-0.0007635899827668131,0.03601892754009333,0.5891304462733034
