representation,prompt_group,pooling_rule,layer,transformation,interaction_order,energy
activation,ipip_stems,mean_tokens,16,common_pc1_removed,0,9.457289174977719e-34
activation,ipip_stems,mean_tokens,16,common_pc1_removed,1,0.3624624803397729
activation,ipip_stems,mean_tokens,16,common_pc1_removed,2,0.6039034039004356
activation,ipip_stems,mean_tokens,16,common_pc1_removed,3,0.531519013206298
activation,ipip_stems,mean_tokens,16,common_pc1_removed,4,0.26513958037463115
activation,ipip_stems,mean_tokens,16,common_pc1_removed,5,0.04258173928542436
activation,ipip_stems,mean_tokens,16,exposure_residualized,0,9.522436068580024e-28
activation,ipip_stems,mean_tokens,16,exposure_residualized,1,0.25500555516820655
activation,ipip_stems,mean_tokens,16,exposure_residualized,2,0.6023682016971568
activation,ipip_stems,mean_tokens,16,exposure_residualized,3,0.5258341747703982
activation,ipip_stems,mean_tokens,16,exposure_residualized,4,0.28629806209828734
activation,ipip_stems,mean_tokens,16,exposure_residualized,5,0.04110206042965006
activation,ipip_stems,mean_tokens,16,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,16,profile_centered,1,0.5680781326199407
activation,ipip_stems,mean_tokens,16,profile_centered,2,0.805927649596312
activation,ipip_stems,mean_tokens,16,profile_centered,3,0.8047554406718648
activation,ipip_stems,mean_tokens,16,profile_centered,4,0.4187952293374534
activation,ipip_stems,mean_tokens,16,profile_centered,5,0.04365100839829786
activation,ipip_stems,mean_tokens,16,raw,0,18.62857540132159
activation,ipip_stems,mean_tokens,16,raw,1,0.5680781326199407
activation,ipip_stems,mean_tokens,16,raw,2,0.805927649596312
activation,ipip_stems,mean_tokens,16,raw,3,0.8047554406718648
activation,ipip_stems,mean_tokens,16,raw,4,0.4187952293374534
activation,ipip_stems,mean_tokens,16,raw,5,0.04365100839829786
activation,ipip_stems,mean_tokens,16,unit_norm,0,0.009624693113609833
activation,ipip_stems,mean_tokens,16,unit_norm,1,0.20819813177314006
activation,ipip_stems,mean_tokens,16,unit_norm,2,0.3071310796205598
activation,ipip_stems,mean_tokens,16,unit_norm,3,0.29602481926109764
activation,ipip_stems,mean_tokens,16,unit_norm,4,0.15765492584047264
activation,ipip_stems,mean_tokens,16,unit_norm,5,0.021366350391120142
activation,ipip_stems,mean_tokens,17,common_pc1_removed,0,5.708029882713841e-33
activation,ipip_stems,mean_tokens,17,common_pc1_removed,1,0.43305843008067774
activation,ipip_stems,mean_tokens,17,common_pc1_removed,2,0.7205781281000644
activation,ipip_stems,mean_tokens,17,common_pc1_removed,3,0.6423592832204942
activation,ipip_stems,mean_tokens,17,common_pc1_removed,4,0.3181887279195506
activation,ipip_stems,mean_tokens,17,common_pc1_removed,5,0.05433982625386516
activation,ipip_stems,mean_tokens,17,exposure_residualized,0,1.1052401635030169e-27
activation,ipip_stems,mean_tokens,17,exposure_residualized,1,0.30724081668294123
activation,ipip_stems,mean_tokens,17,exposure_residualized,2,0.6934145364141462
activation,ipip_stems,mean_tokens,17,exposure_residualized,3,0.6245944979628714
activation,ipip_stems,mean_tokens,17,exposure_residualized,4,0.3290033407539732
activation,ipip_stems,mean_tokens,17,exposure_residualized,5,0.0510887177169749
activation,ipip_stems,mean_tokens,17,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,17,profile_centered,1,0.6547956047026925
activation,ipip_stems,mean_tokens,17,profile_centered,2,0.9386007019273142
activation,ipip_stems,mean_tokens,17,profile_centered,3,0.9339449297626476
activation,ipip_stems,mean_tokens,17,profile_centered,4,0.47119829939875313
activation,ipip_stems,mean_tokens,17,profile_centered,5,0.05548344003649844
activation,ipip_stems,mean_tokens,17,raw,0,21.078834659922496
activation,ipip_stems,mean_tokens,17,raw,1,0.6547956047026925
activation,ipip_stems,mean_tokens,17,raw,2,0.9386007019273142
activation,ipip_stems,mean_tokens,17,raw,3,0.9339449297626476
activation,ipip_stems,mean_tokens,17,raw,4,0.47119829939875313
activation,ipip_stems,mean_tokens,17,raw,5,0.05548344003649844
activation,ipip_stems,mean_tokens,17,unit_norm,0,0.008768766332426438
activation,ipip_stems,mean_tokens,17,unit_norm,1,0.20993238738936057
activation,ipip_stems,mean_tokens,17,unit_norm,2,0.3061871137378144
activation,ipip_stems,mean_tokens,17,unit_norm,3,0.29879236007347854
activation,ipip_stems,mean_tokens,17,unit_norm,4,0.15348284049538818
activation,ipip_stems,mean_tokens,17,unit_norm,5,0.022836531971531883
activation,ipip_stems,mean_tokens,18,common_pc1_removed,0,3.7886461365231395e-32
activation,ipip_stems,mean_tokens,18,common_pc1_removed,1,0.5056528394588454
activation,ipip_stems,mean_tokens,18,common_pc1_removed,2,0.8364433861286762
activation,ipip_stems,mean_tokens,18,common_pc1_removed,3,0.7471649126874044
activation,ipip_stems,mean_tokens,18,common_pc1_removed,4,0.3673791418269893
activation,ipip_stems,mean_tokens,18,common_pc1_removed,5,0.06156126429167913
activation,ipip_stems,mean_tokens,18,exposure_residualized,0,1.2567133273484501e-27
activation,ipip_stems,mean_tokens,18,exposure_residualized,1,0.3604332128606521
activation,ipip_stems,mean_tokens,18,exposure_residualized,2,0.7850613841656426
activation,ipip_stems,mean_tokens,18,exposure_residualized,3,0.7103145166997146
activation,ipip_stems,mean_tokens,18,exposure_residualized,4,0.3630755477131419
activation,ipip_stems,mean_tokens,18,exposure_residualized,5,0.057448208305405646
activation,ipip_stems,mean_tokens,18,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,18,profile_centered,1,0.7493525856057962
activation,ipip_stems,mean_tokens,18,profile_centered,2,1.0717505001722867
activation,ipip_stems,mean_tokens,18,profile_centered,3,1.0533783557222658
activation,ipip_stems,mean_tokens,18,profile_centered,4,0.5203769628663731
activation,ipip_stems,mean_tokens,18,profile_centered,5,0.06253044072049702
activation,ipip_stems,mean_tokens,18,raw,0,24.336209814011045
activation,ipip_stems,mean_tokens,18,raw,1,0.7493525856057962
activation,ipip_stems,mean_tokens,18,raw,2,1.0717505001722867
activation,ipip_stems,mean_tokens,18,raw,3,1.0533783557222658
activation,ipip_stems,mean_tokens,18,raw,4,0.5203769628663731
activation,ipip_stems,mean_tokens,18,raw,5,0.06253044072049702
activation,ipip_stems,mean_tokens,18,unit_norm,0,0.008633157824061233
activation,ipip_stems,mean_tokens,18,unit_norm,1,0.2140573094681103
activation,ipip_stems,mean_tokens,18,unit_norm,2,0.3065702071741428
activation,ipip_stems,mean_tokens,18,unit_norm,3,0.29816538333328046
activation,ipip_stems,mean_tokens,18,unit_norm,4,0.1495985701695925
activation,ipip_stems,mean_tokens,18,unit_norm,5,0.02297537203081259
activation,ipip_stems,mean_tokens,19,common_pc1_removed,0,7.369815737046717e-33
activation,ipip_stems,mean_tokens,19,common_pc1_removed,1,0.560025423130358
activation,ipip_stems,mean_tokens,19,common_pc1_removed,2,0.9188103854563239
activation,ipip_stems,mean_tokens,19,common_pc1_removed,3,0.8297821060815589
activation,ipip_stems,mean_tokens,19,common_pc1_removed,4,0.4046138602791466
activation,ipip_stems,mean_tokens,19,common_pc1_removed,5,0.06839165993851055
activation,ipip_stems,mean_tokens,19,exposure_residualized,0,1.3573937767502992e-27
activation,ipip_stems,mean_tokens,19,exposure_residualized,1,0.39929833529260045
activation,ipip_stems,mean_tokens,19,exposure_residualized,2,0.849582863490834
activation,ipip_stems,mean_tokens,19,exposure_residualized,3,0.778334529925311
activation,ipip_stems,mean_tokens,19,exposure_residualized,4,0.38864078797307
activation,ipip_stems,mean_tokens,19,exposure_residualized,5,0.06307970469377949
activation,ipip_stems,mean_tokens,19,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,19,profile_centered,1,0.8130150132437164
activation,ipip_stems,mean_tokens,19,profile_centered,2,1.1644062578011032
activation,ipip_stems,mean_tokens,19,profile_centered,3,1.144996181839394
activation,ipip_stems,mean_tokens,19,profile_centered,4,0.5569500631082858
activation,ipip_stems,mean_tokens,19,profile_centered,5,0.0693098662961702
activation,ipip_stems,mean_tokens,19,raw,0,26.309408702837274
activation,ipip_stems,mean_tokens,19,raw,1,0.8130150132437164
activation,ipip_stems,mean_tokens,19,raw,2,1.1644062578011032
activation,ipip_stems,mean_tokens,19,raw,3,1.144996181839394
activation,ipip_stems,mean_tokens,19,raw,4,0.5569500631082858
activation,ipip_stems,mean_tokens,19,raw,5,0.0693098662961702
activation,ipip_stems,mean_tokens,19,unit_norm,0,0.008237557809469257
activation,ipip_stems,mean_tokens,19,unit_norm,1,0.21502539002318613
activation,ipip_stems,mean_tokens,19,unit_norm,2,0.30620661205470173
activation,ipip_stems,mean_tokens,19,unit_norm,3,0.29989632452106085
activation,ipip_stems,mean_tokens,19,unit_norm,4,0.14739278677896514
activation,ipip_stems,mean_tokens,19,unit_norm,5,0.023241328812616906
activation,ipip_stems,mean_tokens,20,common_pc1_removed,0,2.0053831866993693e-33
activation,ipip_stems,mean_tokens,20,common_pc1_removed,1,0.643119004909158
activation,ipip_stems,mean_tokens,20,common_pc1_removed,2,1.0419358390082494
activation,ipip_stems,mean_tokens,20,common_pc1_removed,3,0.9371422419641358
activation,ipip_stems,mean_tokens,20,common_pc1_removed,4,0.45155874339978
activation,ipip_stems,mean_tokens,20,common_pc1_removed,5,0.0765391948734738
activation,ipip_stems,mean_tokens,20,exposure_residualized,0,1.4566472566831417e-27
activation,ipip_stems,mean_tokens,20,exposure_residualized,1,0.44974180337909875
activation,ipip_stems,mean_tokens,20,exposure_residualized,2,0.9563462667621434
activation,ipip_stems,mean_tokens,20,exposure_residualized,3,0.8686216630533163
activation,ipip_stems,mean_tokens,20,exposure_residualized,4,0.4248738109207362
activation,ipip_stems,mean_tokens,20,exposure_residualized,5,0.07029677322824678
activation,ipip_stems,mean_tokens,20,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,20,profile_centered,1,0.9052573697269697
activation,ipip_stems,mean_tokens,20,profile_centered,2,1.3053282559990735
activation,ipip_stems,mean_tokens,20,profile_centered,3,1.268030002275251
activation,ipip_stems,mean_tokens,20,profile_centered,4,0.6094481068092171
activation,ipip_stems,mean_tokens,20,profile_centered,5,0.07747633302300647
activation,ipip_stems,mean_tokens,20,raw,0,28.260136819062154
activation,ipip_stems,mean_tokens,20,raw,1,0.9052573697269697
activation,ipip_stems,mean_tokens,20,raw,2,1.3053282559990735
activation,ipip_stems,mean_tokens,20,raw,3,1.268030002275251
activation,ipip_stems,mean_tokens,20,raw,4,0.6094481068092171
activation,ipip_stems,mean_tokens,20,raw,5,0.07747633302300647
activation,ipip_stems,mean_tokens,20,unit_norm,0,0.008001902615321847
activation,ipip_stems,mean_tokens,20,unit_norm,1,0.21632337451170464
activation,ipip_stems,mean_tokens,20,unit_norm,2,0.3074435350109877
activation,ipip_stems,mean_tokens,20,unit_norm,3,0.29945749972461394
activation,ipip_stems,mean_tokens,20,unit_norm,4,0.14546704527073306
activation,ipip_stems,mean_tokens,20,unit_norm,5,0.02330664286663873
activation,ipip_stems,mean_tokens,21,common_pc1_removed,0,5.024481441605945e-32
activation,ipip_stems,mean_tokens,21,common_pc1_removed,1,0.8521761726079647
activation,ipip_stems,mean_tokens,21,common_pc1_removed,2,1.3682361973138444
activation,ipip_stems,mean_tokens,21,common_pc1_removed,3,1.2383614620228522
activation,ipip_stems,mean_tokens,21,common_pc1_removed,4,0.5943029776612114
activation,ipip_stems,mean_tokens,21,common_pc1_removed,5,0.09737423301421362
activation,ipip_stems,mean_tokens,21,exposure_residualized,0,1.7859670810971825e-27
activation,ipip_stems,mean_tokens,21,exposure_residualized,1,0.6002936850114912
activation,ipip_stems,mean_tokens,21,exposure_residualized,2,1.2279777255555002
activation,ipip_stems,mean_tokens,21,exposure_residualized,3,1.1327993924945925
activation,ipip_stems,mean_tokens,21,exposure_residualized,4,0.5373191987209325
activation,ipip_stems,mean_tokens,21,exposure_residualized,5,0.08904407545501027
activation,ipip_stems,mean_tokens,21,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,21,profile_centered,1,1.1557832398121097
activation,ipip_stems,mean_tokens,21,profile_centered,2,1.684892800687803
activation,ipip_stems,mean_tokens,21,profile_centered,3,1.595604522386484
activation,ipip_stems,mean_tokens,21,profile_centered,4,0.759158353084849
activation,ipip_stems,mean_tokens,21,profile_centered,5,0.09839805064662702
activation,ipip_stems,mean_tokens,21,raw,0,35.338531137196135
activation,ipip_stems,mean_tokens,21,raw,1,1.1557832398121097
activation,ipip_stems,mean_tokens,21,raw,2,1.684892800687803
activation,ipip_stems,mean_tokens,21,raw,3,1.595604522386484
activation,ipip_stems,mean_tokens,21,raw,4,0.759158353084849
activation,ipip_stems,mean_tokens,21,raw,5,0.09839805064662702
activation,ipip_stems,mean_tokens,21,unit_norm,0,0.00740657465697826
activation,ipip_stems,mean_tokens,21,unit_norm,1,0.21919137473226039
activation,ipip_stems,mean_tokens,21,unit_norm,2,0.3104467393354176
activation,ipip_stems,mean_tokens,21,unit_norm,3,0.29816690509326915
activation,ipip_stems,mean_tokens,21,unit_norm,4,0.1419994564280938
activation,ipip_stems,mean_tokens,21,unit_norm,5,0.02278894975398079
activation,ipip_stems,mean_tokens,22,common_pc1_removed,0,6.469087900520272e-32
activation,ipip_stems,mean_tokens,22,common_pc1_removed,1,1.0247724513892815
activation,ipip_stems,mean_tokens,22,common_pc1_removed,2,1.656568869117215
activation,ipip_stems,mean_tokens,22,common_pc1_removed,3,1.496167494953379
activation,ipip_stems,mean_tokens,22,common_pc1_removed,4,0.7155273309470869
activation,ipip_stems,mean_tokens,22,common_pc1_removed,5,0.11873575116796029
activation,ipip_stems,mean_tokens,22,exposure_residualized,0,2.0366814155533312e-27
activation,ipip_stems,mean_tokens,22,exposure_residualized,1,0.7187125297831701
activation,ipip_stems,mean_tokens,22,exposure_residualized,2,1.482010899126048
activation,ipip_stems,mean_tokens,22,exposure_residualized,3,1.3602037791587627
activation,ipip_stems,mean_tokens,22,exposure_residualized,4,0.6388127856467549
activation,ipip_stems,mean_tokens,22,exposure_residualized,5,0.10796347917624971
activation,ipip_stems,mean_tokens,22,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,22,profile_centered,1,1.3524052714184753
activation,ipip_stems,mean_tokens,22,profile_centered,2,2.0174064926271837
activation,ipip_stems,mean_tokens,22,profile_centered,3,1.8815985856121584
activation,ipip_stems,mean_tokens,22,profile_centered,4,0.8906787936647609
activation,ipip_stems,mean_tokens,22,profile_centered,5,0.11971905472678424
activation,ipip_stems,mean_tokens,22,raw,0,40.03596777252797
activation,ipip_stems,mean_tokens,22,raw,1,1.3524052714184753
activation,ipip_stems,mean_tokens,22,raw,2,2.0174064926271837
activation,ipip_stems,mean_tokens,22,raw,3,1.8815985856121584
activation,ipip_stems,mean_tokens,22,raw,4,0.8906787936647609
activation,ipip_stems,mean_tokens,22,raw,5,0.11971905472678424
activation,ipip_stems,mean_tokens,22,unit_norm,0,0.006727225342872237
activation,ipip_stems,mean_tokens,22,unit_norm,1,0.2176850554740383
activation,ipip_stems,mean_tokens,22,unit_norm,2,0.31382302088029784
activation,ipip_stems,mean_tokens,22,unit_norm,3,0.297507963517382
activation,ipip_stems,mean_tokens,22,unit_norm,4,0.14118113040592975
activation,ipip_stems,mean_tokens,22,unit_norm,5,0.023075604379479836
activation,ipip_stems,mean_tokens,23,common_pc1_removed,0,3.7163273196027855e-32
activation,ipip_stems,mean_tokens,23,common_pc1_removed,1,1.2654339364832872
activation,ipip_stems,mean_tokens,23,common_pc1_removed,2,2.0195506748436682
activation,ipip_stems,mean_tokens,23,common_pc1_removed,3,1.8408478268627737
activation,ipip_stems,mean_tokens,23,common_pc1_removed,4,0.8838940315256194
activation,ipip_stems,mean_tokens,23,common_pc1_removed,5,0.14215808121093107
activation,ipip_stems,mean_tokens,23,exposure_residualized,0,2.4604392570576872e-27
activation,ipip_stems,mean_tokens,23,exposure_residualized,1,0.8998246027862299
activation,ipip_stems,mean_tokens,23,exposure_residualized,2,1.8042288712447156
activation,ipip_stems,mean_tokens,23,exposure_residualized,3,1.6650763288387136
activation,ipip_stems,mean_tokens,23,exposure_residualized,4,0.7755068499498705
activation,ipip_stems,mean_tokens,23,exposure_residualized,5,0.12956913353210917
activation,ipip_stems,mean_tokens,23,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,23,profile_centered,1,1.6258474403952463
activation,ipip_stems,mean_tokens,23,profile_centered,2,2.4432354025543512
activation,ipip_stems,mean_tokens,23,profile_centered,3,2.2801158184802883
activation,ipip_stems,mean_tokens,23,profile_centered,4,1.0664898565708525
activation,ipip_stems,mean_tokens,23,profile_centered,5,0.14349090279358212
activation,ipip_stems,mean_tokens,23,raw,0,47.69875120215338
activation,ipip_stems,mean_tokens,23,raw,1,1.6258474403952463
activation,ipip_stems,mean_tokens,23,raw,2,2.4432354025543512
activation,ipip_stems,mean_tokens,23,raw,3,2.2801158184802883
activation,ipip_stems,mean_tokens,23,raw,4,1.0664898565708525
activation,ipip_stems,mean_tokens,23,raw,5,0.14349090279358212
activation,ipip_stems,mean_tokens,23,unit_norm,0,0.006308993415024425
activation,ipip_stems,mean_tokens,23,unit_norm,1,0.21826025783308647
activation,ipip_stems,mean_tokens,23,unit_norm,2,0.31403111376806625
activation,ipip_stems,mean_tokens,23,unit_norm,3,0.29883024965820176
activation,ipip_stems,mean_tokens,23,unit_norm,4,0.1399423419392613
activation,ipip_stems,mean_tokens,23,unit_norm,5,0.022627043386359656
activation,ipip_stems,mean_tokens,24,common_pc1_removed,0,5.607517484762776e-33
activation,ipip_stems,mean_tokens,24,common_pc1_removed,1,1.542093688437053
activation,ipip_stems,mean_tokens,24,common_pc1_removed,2,2.480735907095025
activation,ipip_stems,mean_tokens,24,common_pc1_removed,3,2.2623978673818503
activation,ipip_stems,mean_tokens,24,common_pc1_removed,4,1.067920778719567
activation,ipip_stems,mean_tokens,24,common_pc1_removed,5,0.17767643115313703
activation,ipip_stems,mean_tokens,24,exposure_residualized,0,2.9409905000154452e-27
activation,ipip_stems,mean_tokens,24,exposure_residualized,1,1.095516936270318
activation,ipip_stems,mean_tokens,24,exposure_residualized,2,2.212666708789836
activation,ipip_stems,mean_tokens,24,exposure_residualized,3,2.040559291295396
activation,ipip_stems,mean_tokens,24,exposure_residualized,4,0.9414380118002551
activation,ipip_stems,mean_tokens,24,exposure_residualized,5,0.1614885570327867
activation,ipip_stems,mean_tokens,24,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,24,profile_centered,1,1.928716076146844
activation,ipip_stems,mean_tokens,24,profile_centered,2,2.9758882837032443
activation,ipip_stems,mean_tokens,24,profile_centered,3,2.7533195979834595
activation,ipip_stems,mean_tokens,24,profile_centered,4,1.2639522598039348
activation,ipip_stems,mean_tokens,24,profile_centered,5,0.178729082023586
activation,ipip_stems,mean_tokens,24,raw,0,55.0292685049881
activation,ipip_stems,mean_tokens,24,raw,1,1.928716076146844
activation,ipip_stems,mean_tokens,24,raw,2,2.9758882837032443
activation,ipip_stems,mean_tokens,24,raw,3,2.7533195979834595
activation,ipip_stems,mean_tokens,24,raw,4,1.2639522598039348
activation,ipip_stems,mean_tokens,24,raw,5,0.178729082023586
activation,ipip_stems,mean_tokens,24,unit_norm,0,0.005584224236930236
activation,ipip_stems,mean_tokens,24,unit_norm,1,0.21533651589898928
activation,ipip_stems,mean_tokens,24,unit_norm,2,0.3177484006380969
activation,ipip_stems,mean_tokens,24,unit_norm,3,0.3001019644339834
activation,ipip_stems,mean_tokens,24,unit_norm,4,0.13820874240117154
activation,ipip_stems,mean_tokens,24,unit_norm,5,0.023020152390828642
activation,ipip_stems,mean_tokens,25,common_pc1_removed,0,1.6168786250235173e-31
activation,ipip_stems,mean_tokens,25,common_pc1_removed,1,1.8406529508029654
activation,ipip_stems,mean_tokens,25,common_pc1_removed,2,3.00584235662828
activation,ipip_stems,mean_tokens,25,common_pc1_removed,3,2.777737763940559
activation,ipip_stems,mean_tokens,25,common_pc1_removed,4,1.3301898346217302
activation,ipip_stems,mean_tokens,25,common_pc1_removed,5,0.21850028484969689
activation,ipip_stems,mean_tokens,25,exposure_residualized,0,3.445271146034033e-27
activation,ipip_stems,mean_tokens,25,exposure_residualized,1,1.330148918575461
activation,ipip_stems,mean_tokens,25,exposure_residualized,2,2.676052792829338
activation,ipip_stems,mean_tokens,25,exposure_residualized,3,2.4846311885020844
activation,ipip_stems,mean_tokens,25,exposure_residualized,4,1.1414811375255938
activation,ipip_stems,mean_tokens,25,exposure_residualized,5,0.2003534955137733
activation,ipip_stems,mean_tokens,25,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,25,profile_centered,1,2.310301934339324
activation,ipip_stems,mean_tokens,25,profile_centered,2,3.579000836753912
activation,ipip_stems,mean_tokens,25,profile_centered,3,3.3029285464522546
activation,ipip_stems,mean_tokens,25,profile_centered,4,1.517411137714403
activation,ipip_stems,mean_tokens,25,profile_centered,5,0.21981199950646596
activation,ipip_stems,mean_tokens,25,raw,0,64.97038782924969
activation,ipip_stems,mean_tokens,25,raw,1,2.310301934339324
activation,ipip_stems,mean_tokens,25,raw,2,3.579000836753912
activation,ipip_stems,mean_tokens,25,raw,3,3.3029285464522546
activation,ipip_stems,mean_tokens,25,raw,4,1.517411137714403
activation,ipip_stems,mean_tokens,25,raw,5,0.21981199950646596
activation,ipip_stems,mean_tokens,25,unit_norm,0,0.005112770346117644
activation,ipip_stems,mean_tokens,25,unit_norm,1,0.2139972226988982
activation,ipip_stems,mean_tokens,25,unit_norm,2,0.3182731618599531
activation,ipip_stems,mean_tokens,25,unit_norm,3,0.30074415012175076
activation,ipip_stems,mean_tokens,25,unit_norm,4,0.13859467372856368
activation,ipip_stems,mean_tokens,25,unit_norm,5,0.02327802124471659
activation,ipip_stems,mean_tokens,26,common_pc1_removed,0,3.8358650154899905e-32
activation,ipip_stems,mean_tokens,26,common_pc1_removed,1,2.240354520873431
activation,ipip_stems,mean_tokens,26,common_pc1_removed,2,3.686440922605092
activation,ipip_stems,mean_tokens,26,common_pc1_removed,3,3.4304503451917494
activation,ipip_stems,mean_tokens,26,common_pc1_removed,4,1.6396413541527002
activation,ipip_stems,mean_tokens,26,common_pc1_removed,5,0.2717936078437666
activation,ipip_stems,mean_tokens,26,exposure_residualized,0,4.1025955065451055e-27
activation,ipip_stems,mean_tokens,26,exposure_residualized,1,1.6245384584299625
activation,ipip_stems,mean_tokens,26,exposure_residualized,2,3.2805049739333234
activation,ipip_stems,mean_tokens,26,exposure_residualized,3,3.036044911299568
activation,ipip_stems,mean_tokens,26,exposure_residualized,4,1.4109046695352565
activation,ipip_stems,mean_tokens,26,exposure_residualized,5,0.249556501549609
activation,ipip_stems,mean_tokens,26,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,26,profile_centered,1,2.790891818488894
activation,ipip_stems,mean_tokens,26,profile_centered,2,4.341876596163922
activation,ipip_stems,mean_tokens,26,profile_centered,3,3.9986671444617077
activation,ipip_stems,mean_tokens,26,profile_centered,4,1.8436667197449523
activation,ipip_stems,mean_tokens,26,profile_centered,5,0.2730722130377138
activation,ipip_stems,mean_tokens,26,raw,0,74.99728659057803
activation,ipip_stems,mean_tokens,26,raw,1,2.790891818488894
activation,ipip_stems,mean_tokens,26,raw,2,4.341876596163922
activation,ipip_stems,mean_tokens,26,raw,3,3.9986671444617077
activation,ipip_stems,mean_tokens,26,raw,4,1.8436667197449523
activation,ipip_stems,mean_tokens,26,raw,5,0.2730722130377138
activation,ipip_stems,mean_tokens,26,unit_norm,0,0.004629724838296866
activation,ipip_stems,mean_tokens,26,unit_norm,1,0.2132501610199733
activation,ipip_stems,mean_tokens,26,unit_norm,2,0.3187943791698826
activation,ipip_stems,mean_tokens,26,unit_norm,3,0.3005938754790883
activation,ipip_stems,mean_tokens,26,unit_norm,4,0.13914156140178136
activation,ipip_stems,mean_tokens,26,unit_norm,5,0.023590298090977638
activation,ipip_stems,mean_tokens,27,common_pc1_removed,0,4.815071285450818e-32
activation,ipip_stems,mean_tokens,27,common_pc1_removed,1,2.694542281844328
activation,ipip_stems,mean_tokens,27,common_pc1_removed,2,4.578358926326372
activation,ipip_stems,mean_tokens,27,common_pc1_removed,3,4.272586188207913
activation,ipip_stems,mean_tokens,27,common_pc1_removed,4,2.052854712303553
activation,ipip_stems,mean_tokens,27,common_pc1_removed,5,0.34657711711699607
activation,ipip_stems,mean_tokens,27,exposure_residualized,0,4.807122078803222e-27
activation,ipip_stems,mean_tokens,27,exposure_residualized,1,1.9809199530867916
activation,ipip_stems,mean_tokens,27,exposure_residualized,2,4.068444546386727
activation,ipip_stems,mean_tokens,27,exposure_residualized,3,3.766762429092565
activation,ipip_stems,mean_tokens,27,exposure_residualized,4,1.7545483759171372
activation,ipip_stems,mean_tokens,27,exposure_residualized,5,0.3184800133509872
activation,ipip_stems,mean_tokens,27,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,27,profile_centered,1,3.367256196697875
activation,ipip_stems,mean_tokens,27,profile_centered,2,5.320655472055848
activation,ipip_stems,mean_tokens,27,profile_centered,3,4.886540973003462
activation,ipip_stems,mean_tokens,27,profile_centered,4,2.2562248534346487
activation,ipip_stems,mean_tokens,27,profile_centered,5,0.34810472583308855
activation,ipip_stems,mean_tokens,27,raw,0,86.60882104125945
activation,ipip_stems,mean_tokens,27,raw,1,3.367256196697875
activation,ipip_stems,mean_tokens,27,raw,2,5.320655472055848
activation,ipip_stems,mean_tokens,27,raw,3,4.886540973003462
activation,ipip_stems,mean_tokens,27,raw,4,2.2562248534346487
activation,ipip_stems,mean_tokens,27,raw,5,0.34810472583308855
activation,ipip_stems,mean_tokens,27,unit_norm,0,0.004118712945500577
activation,ipip_stems,mean_tokens,27,unit_norm,1,0.2100531814020523
activation,ipip_stems,mean_tokens,27,unit_norm,2,0.3200758645159207
activation,ipip_stems,mean_tokens,27,unit_norm,3,0.3014745964798853
activation,ipip_stems,mean_tokens,27,unit_norm,4,0.14004107743444186
activation,ipip_stems,mean_tokens,27,unit_norm,5,0.02423656722219931
activation,ipip_stems,mean_tokens,28,common_pc1_removed,0,1.9896805800249039e-32
activation,ipip_stems,mean_tokens,28,common_pc1_removed,1,3.3071718147330813
activation,ipip_stems,mean_tokens,28,common_pc1_removed,2,5.82076207165354
activation,ipip_stems,mean_tokens,28,common_pc1_removed,3,5.509493914680187
activation,ipip_stems,mean_tokens,28,common_pc1_removed,4,2.604445621628299
activation,ipip_stems,mean_tokens,28,common_pc1_removed,5,0.4332352258558778
activation,ipip_stems,mean_tokens,28,exposure_residualized,0,5.7532462603543214e-27
activation,ipip_stems,mean_tokens,28,exposure_residualized,1,2.4838016610762583
activation,ipip_stems,mean_tokens,28,exposure_residualized,2,5.169127461136345
activation,ipip_stems,mean_tokens,28,exposure_residualized,3,4.815459913529161
activation,ipip_stems,mean_tokens,28,exposure_residualized,4,2.2199966152920165
activation,ipip_stems,mean_tokens,28,exposure_residualized,5,0.40232560965609965
activation,ipip_stems,mean_tokens,28,profile_centered,0,0.0
activation,ipip_stems,mean_tokens,28,profile_centered,1,4.179325519665626
activation,ipip_stems,mean_tokens,28,profile_centered,2,6.665947601525943
activation,ipip_stems,mean_tokens,28,profile_centered,3,6.140570566774727
activation,ipip_stems,mean_tokens,28,profile_centered,4,2.805918740364846
activation,ipip_stems,mean_tokens,28,profile_centered,5,0.43852896649654405
activation,ipip_stems,mean_tokens,28,raw,0,96.97702656120376
activation,ipip_stems,mean_tokens,28,raw,1,4.179325519665626
activation,ipip_stems,mean_tokens,28,raw,2,6.665947601525943
activation,ipip_stems,mean_tokens,28,raw,3,6.140570566774727
activation,ipip_stems,mean_tokens,28,raw,4,2.805918740364846
activation,ipip_stems,mean_tokens,28,raw,5,0.43852896649654405
activation,ipip_stems,mean_tokens,28,unit_norm,0,0.0034368288789130993
activation,ipip_stems,mean_tokens,28,unit_norm,1,0.20831639189085022
